identifier,smiles,bus
RIYKEQ,NCCNCCNCCN,"[14, 12]"
ROBHUM,CNCCCN,"[14, 12]"
ROBRIK,NCCCN1CCN(CCCN)CC1,[0]
ROBROQ,NCCCN1CCN(CCCN)CC1,[0]
ROBRUW,NCCCN1CCN(CCCN)CC1,[0]
ROBVIN,Nc1ccncc1,[1]
ROBVOT,NCCN,[1]
ROBVUZ,NCCNCCN,[1]
ROBWAG,CC(C)(C)N,[1]
ROFPAG,NCCCN,[]
ROHQAH,c1ccncc1,[4]
ROHSEN,c1c[nH]cn1,"[35, 1]"
ROHSIR,c1c[nH]cn1,"[5, 35]"
ROJKEH,c1cc(-c2ccncc2)ccn1,[1]
ROKHEE,NCCN(CCN)CCN,[1]
ROKMOU,C1CN2CCN1CC2,[2]
ROMXAU,c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21,[]
RONMUF,CNC,[]
RONNAM,CNC,[]
RONNEQ,CNC,[]
RONNIU,CNC,[]
RONSOC,NCCCN,[1]
RONSUI,NCCCCCN,[]
RONSUK,CNC,[7]
RONTAP,NCCCCCCN,[]
RORWON,C1CN2CCN1CC2,[17]
RORXEE,C1CN2CCN1CC2,[17]
ROSYEG,CN(C)c1ccncc1,[]
RUGJIO,N=CN,[7]
RUGJOU,N=CN,[7]
RUGJUA,N=CN,[7]
RUGKAH,N=CN,[7]
RUHJUB,CNC,[11]
RUHKAI,CNC,[11]
RUHKEM,CNC,[11]
RUKFUB,CNN,[9]
RUKGAI,CNN,[9]
RUNTID,CCCCN,[]
RUNYOO,NCCCN,[1]
RUPWOP,c1cc(-c2ccncc2)ccn1,[6]
RUVCAO,NCCN,[26]
RUVCES,N=C(N)N,[26]
RUWNED,NC1CCCCC1,[1]
RUWNIH,NC1CCCCCC1,[1]
RUWNUT,NCCN1CCNCC1,[1]
RUXYUE,C1CNCCN1,[1]
RUYFAS,C1CN2CCN1CC2,[2]
RUYFEW,NCCN,[2]
RUYFIA,C1CNCCN1,[2]
RUYFOG,C1CN2CCN1CC2,[2]
RUYNUV,N=C(N)N,[15]
RUYPAD,N=C(N)N,[15]
RUYZUH,NCCN,[1]
RUZCOF,NCCCCCCCN,[0]
RUZDAS,NCCCCN,"[0, 4]"
RUZLOO,NC1CCC(N)CC1,[0]
SABKAK,NCCN,"[14, 12]"
SACNAN,C1CNCCN1,[1]
SACTEV,N=C(N)N,[4]
SAFZOR,CCN,[7]
SAGZUW,CNC,[4]
SAHBAF,CN,[4]
SAHBEJ,CCN,[4]
SAJXUX,C1CCNC1,[]
SAJYAE,CNC,[]
SAJYEI,C1CCNCC1,[]
SAJYIM,CCN,[]
SAMDAM,NCCN,"[14, 12]"
SAMMID,C1CNCCN1,[1]
SANHEV,NCCN,[4]
SANHIZ,NCCN,[4]
SANJUN,NCCCCCCN,[2]
SANKAU,N=C(N)N,[2]
SANLOK,CNCCNC,[7]
SANLUQ,CNCCNC,[7]
SANMAX,CNCCNC,[7]
SANMEB,CNCCNC,[7]
SAPJEA,CCCCN,[0]
SAPJIE,CCCCN,[0]
SAQPIK,NCCNCCNCCN,[2]
SAQPOQ,NCCNCCNCCN,[2]
SAQPUW,NCCNCCNCCNCCN,[2]
SASKIH,NCCN,[0]
SAVPEL,NCCN,"[14, 12, 4]"
SAYWOF,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[]
SAZYEA,NCCN,"[14, 12]"
SEBXAA,c1ccncc1,[4]
SECBIM,c1cc(-c2ccncc2)ccn1,[2]
SECCIN,N=C(N)N,[4]
SECGAJ,CCCCCN,"[13, 3]"
SEDPUO,CN(C)C,[6]
SEDQUQ,CC(N)c1ccccc1,[1]
SEDRAX,CC(N)c1ccccc1,[1]
SEGCOX,Nc1ncnc2nc[nH]c12,[4]
SEHVOQ,NCCN,"[12, 1]"
SEHWOR,c1ccnnc1,[1]
SEHXAE,c1cncnc1,[1]
SEHXUY,c1cnccn1,[1]
SEMCIX,NC1CN2CCC1CC2,[]
SEMCOD,NC1CN2CCC1CC2,[]
SEMCUJ,NC1CN2CCC1CC2,[]
SEMDAQ,NC1CN2CCC1CC2,[]
SEMGOG,CN(C)C,[6]
SEMQEH,CCc1cccc(C)c1N,[1]
SENHAW,Cc1ncc[nH]1,[]
SENMUW,CNC,[11]
SENNAD,CNC,[11]
SENQAE,NCCN,[1]
SENQIM,NC1CN2CCC1CC2,[]
SETDOL,N=C(N)N,[]
SETDUR,c1c[nH]cn1,[]
SETJOQ,NCCN,[1]
SEVHEH,C1CNCCN1,"[12, 1]"
SEYQAO,NCCCN,[4]
SEYQIW,CCCN,[4]
SIBFIT,CNC,[5]
SIBLAQ,NCCNCCN,[1]
SIBMUM,CCN1CCCC1CN,[1]
SICGUJ,c1ccc(N2CCNCC2)cc1,[1]
SICKOE,CCN(CC)CC,[1]
SIDSIH,c1cnccn1,[]
SIDSUU,NCCCCN,[6]
SIDTAB,C1CNCCN1,[6]
SIDTEF,C1CNCCN1,[6]
SIDTIJ,C1CN2CCN1CC2,[6]
SIHGAS,NCCN,[0]
SIHGEW,NCCN,[0]
SIHLUQ,NC1CCCCC1,[1]
SIHQEF,CN(C)CCCCN(C)C,[4]
SIHQIJ,N=C(N)N,[4]
SIHQOP,NCCCCCN,[4]
SIKZUH,N=C(N)N,[15]
SILMAC,N=C(N)Nc1nc2ccccc2[nH]1,[1]
SILXER,NCCN,[2]
SIMKEH,Cc1cc(C)nc(N)c1,[4]
SIMKIL,CN(C)c1ccncc1,[4]
SINJOP,C1CNCCN1,"[0, 1]"
SINQAH,N=C(N)N,[1]
SINQEL,N=C(N)N,[1]
SINQIP,N=C(N)N,[1]
SINVAM,NCCN,[1]
SIPZIA,c1ccncc1,[1]
SIPZOG,c1ccncc1,[1]
SIPZUM,c1c[nH]cn1,[1]
SIQBAV,c1c[nH]cn1,[1]
SIQDUR,NCCCN,[1]
SIQFAZ,NCCCN,[1]
SIQFED,CNCCN,[1]
SIQFIH,NCCCN,[1]
SIQFUT,CN(C)CCN(C)C,[1]
SIRBIG,CCN,[7]
SISPOA,N=C(N)N,[2]
SISPUG,c1cc(-c2ccncc2)ccn1,[2]
SIWHUD,c1ccncc1,[]
SIWKEP,C1CN2CCN1CC2,[]
SIWTUO,NCCN,[1]
SIYGAJ,NCCNCCNCCN,[1]
SIZZEJ,CNC,[]
SIZZIN,CNC,[]
SOBSUY,NCCN,"[14, 12]"
SOCNII,Nc1ncccn1,[]
SOCWIS,NCCNCCCNCCN,[0]
SOCWOY,NCCNCCCNCCN,[0]
SOGRIQ,NCCN,[1]
SOMROB,N=C(N)N,[1]
SOPXAX,NCCCCN,[]
SOQCAD,N=CN,[7]
SOQJIT,C1CNCCN1,[1]
SOQJOZ,C1CNCCN1,[1]
SOQKAM,C1CNCCN1,[1]
SOSYUW,c1cc(-c2ccncc2)ccn1,[1]
SOTBIM,C1CN2CCN1CC2,[1]
SOYCIV,CNC,[1]
SOYDAO,c1ccc(CN(Cc2ccccn2)c2nc(N(Cc3ccccn3)Cc3ccccn3)nc(N(Cc3ccccn3)Cc3ccccn3)n2)nc1,[10]
SOYDES,c1ccc(CN(Cc2ccccn2)c2nc(N(Cc3ccccn3)Cc3ccccn3)nc(N(Cc3ccccn3)Cc3ccccn3)n2)nc1,[10]
SOYYEL,NCCN,[1]
SUDGAC,C1N2CN3CN1CN(C2)C3,[]
SUDGIK,Nc1ccncc1,[]
SUDGOQ,Nc1ccncc1,[]
SUDGUW,Nc1ccncc1,[]
SUFGEI,c1cc(-c2ccncc2)ccn1,[4]
SUJYOL,CC(C)(C)N,[]
SUKMET,N=C(N)N,[8]
SULMEU,CCN1CCNCC1,[2]
SUMNUM,Nc1ccccn1,[10]
SUMVON,Nc1nc(N)nc(N)n1,[1]
SUMVUT,Nc1nc(N)nc(N)n1,[1]
SUPCUD,c1ccncc1,[1]
SUPTUU,c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)cc2-c2ccncc2)ccn1,[]
SURBIR,CNC,[]
SURBUD,CNC,[]
SUSXIO,c1c[nH]c(-c2ncc[nH]2)n1,[1]
SUVQOS,c1ccc2[nH]cnc2c1,[6]
SUWZUH,C1CNCCN1,[1]
SUXHAU,NCCN,[1]
SUXNIJ,NC1CCCCC1,[0]
SUXSEK,NCCN,[1]
SUXXIS,c1cnc2c(c1)ccc1cccnc12,[10]
TACFIN,NCCN,[1]
TADDIL,NCCNCCN,[]
TAFPOG,CC(N)CN,"[4, 1]"
TAFPUM,C1CNCCN1,[]
TAFROI,CN(C)CCN(C)C,"[14, 12]"
TAHHIU,CCNCC,[8]
TAKDEQ,c1ccncc1,[4]
TAMVUB,CC(C)NC(C)C,[4]
TANDUJ,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1]
TANFEV,NCCN,[1]
TANKUQ,CNC,[2]
TANLAX,CNC,[2]
TATQEL,NC1CCC(N)CC1,[1]
TAVQEN,CNC,[1]
TAWHOO,NCCCN,[1]
TAWSUI,CC(CCN(C)C)N(C)C,[0]
TAXJAF,NCCCCCN,[1]
TAXREQ,C1CN2CCN1CC2,[2]
TAYVEX,CC1CNCC(C)N1,[1]
TAYVIB,C1CNCCN1,[1]
TAYVOH,CCN1CCNCC1,[1]
TAYZUQ,CN,[7]
TAZBUT,CN,[7]
TBUAMW,CC(C)(C)N,[]
TEDJES,NCCCCCCN,[1]
TEJHUN,C1CN2CCN1CC2,[2]
TEJJAV,C1CN2CCN1CC2,[2]
TEJJEZ,C1CNCCN1,[2]
TENXOB,c1c[nH]c(-c2ncc[nH]2)n1,[]
TEPTAL,C1CNCCN1,[2]
TEQCAT,CC(C)(C)N,[]
TERQUD,NCCCN,[2]
TESQEN,NCCNCCN,[4]
TESWIY,C1CNCCN1,[3]
TESWUK,NCCN,[3]
TESXAR,NCCN,[3]
TESXEV,NCCN,[3]
TESXIZ,C1CNCCN1,[3]
TETTUJ,NCCN,[1]
TETVAR,NCCN,[]
TETVEV,NCCN,[1]
TETVIZ,NCCN,[1]
TETWEW,NCCN,[1]
TETYAS,NCCCCCCN,[]
TETZEX,NC1CCCCC1,[1]
TEWCOO,NCCN,[2]
TEWFAD,c1c[nH]cn1,[0]
TEWFEH,Cc1ncc[nH]1,[0]
TEXSEV,NCCN,[0]
TEYCOR,N=C(N)N,[15]
TEYCUX,N=C(N)N,[15]
TEYDAE,N=C(N)N,[15]
TEYDIM,N=C(N)N,[15]
TEYDOS,N=C(N)N,[15]
TEYDUY,N=C(N)N,[15]
TEYFAG,N=C(N)N,[15]
TEYJIR,CC(C)N,[]
TICDEQ,c1cn(CCCn2ccnc2)cn1,[1]
TICLEZ,CNC,[0]
TIDQIG,NCCN,[1]
TIFYAK,c1cc(-c2ccncc2)ccn1,[1]
TIFZIR,C1CCNCC1,[0]
TIGCOC,c1cn(CCCCn2ccnc2)cn1,[]
TIGQOR,NC1CCCCC1N,[1]
TIKHIH,c1cc(-c2ccncc2)ccn1,[10]
TIKLOP,c1cc(CCc2ccncc2)ccn1,[4]
TIKLUV,C(=Cc1ccncc1)c1ccncc1,[4]
TIKMAC,N=C(N)c1ccc(C(=N)N)cc1,[4]
TIKMEG,Nc1cccc(N)c1,[4]
TIKMIK,Nc1ccc(N)cc1,[4]
TIKQAI,NCCCNCCNCCCN,"[14, 12]"
TIKQEM,NCCNCCN,"[14, 12]"
TIKQIQ,CCNCCCN,"[14, 12]"
TILPUA,NCCCCCCN,[0]
TIMDAX,NCCN,[1]
TIMFAX,N=CN,[]
TIMFEB,N=CN,[2]
TINJIM,NCCN,[1]
TINJOS,c1cc(CCCc2ccncc2)ccn1,[1]
TINJUY,c1cc(CCCc2ccncc2)ccn1,[1]
TIPMUB,NCCCCCCCCCCN,[13]
TIPNAI,NCCCCCCCCCCN,[13]
TIPNEM,CCCCCCCCN,[13]
TIQFIJ,CN(C)CCCN(C)C,"[4, 1]"
TIQPUF,c1cc(-c2ccncc2)ccn1,[6]
TIQXUO,CNC,[4]
TIQYAV,CNC,[4]
TIRYOK,NCCCN,[]
TITLAL,c1ccc(-c2nnn[nH]2)cc1,[1]
TIVSOH,NCCCCCCN,[1]
TIXMET,NCC1CCCC(CN)C1,"[0, 1]"
TIXMIX,NCC1CCCC(CN)C1,[0]
TIYKUJ,C1CNCCN1,[13]
TIYLAQ,C1CNCCN1,[13]
TIZGOA,C1CN2CCN1CC2,[1]
TMACWO,CN(C)C,[]
TOBLEC,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1]
TOBQIN,NCCN,"[14, 12]"
TOCZOA,NC1CCCCC1,[1]
TOCZUG,NC1CCCCC1,[1]
TODBET,CC(N)CN,[1]
TODPAD,NCCCCN,[]
TOGKOP,CCN(CC)CC,[1]
TOGKUV,CCN(CC)CC,[6]
TOHLUA,NCCCCN,[0]
TOHSUG,c1cc(-c2ccncc2)ccn1,[]
TOHTAM,NCCNCCN,[]
TOHTEQ,NCCCCCCCN,[]
TOJYOH,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[12]
TOJYUN,CC1=CC(=C(c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)C=CC1=N,[5]
TONDAC,c1cc(-c2ccncc2)ccn1,[1]
TONROF,c1c[nH]cn1,"[0, 8]"
TOQCAD,CN,[1]
TOQCIL,CN(C)C,[1]
TOQLAP,NCCCN1CCN(CCCN)CC1,"[2, 4]"
TOQLET,CCN(CC)CCCN,"[2, 4]"
TORWED,c1cc(-c2ccncc2)ccn1,[1]
TOVJAP,NCCN,[1]
TOWLAU,CN(C)CCCN,[1]
TOWLEY,CNCCCNC,[1]
TOYKEA,CNC,[7]
TOZDOB,NC1CCCCCC1,[1]
TOZFIX,C1CN2CCC1CC2,[1]
TUCKEI,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[]
TUCKOS,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[]
TUFQUJ,CN1CCCN(C)CCN(C)CCCN(C)CC1,[]
TUKDUZ,CNC,[1]
TULROJ,CNC,[13]
TULRUP,NCCNCCN,[13]
TULSAW,CNC,[13]
TULSEA,CNC,"[13, 3]"
TULSIE,CCNCC,[13]
TULSOK,CNC,"[13, 3]"
TUMTOK,C1CN2CCN1CC2,[1]
TUMWUT,CCCCN(CCCC)CCCC,[10]
TURXIN,NCCN1CCNCC1,[1]
TURXOT,NCCN1CCNCC1,[1]
TUWFUN,NCCCCCCN,[1]
TUXBAQ,NCCNCCN,[1]
TUYLIJ,CNCCCN,[1]
UBEPOG,CN,[]
UBEPUM,NCCCN,[1]
UCEWAA,C1CNCCN1,[6]
UCEWEE,C1CNCCN1,[1]
UCEWII,C1CNCCN1,"[6, 4]"
UCOSEM,Nc1ccc(N)cc1,[1]
UCOSIQ,Cc1c(C)c(N)c(C)c(C)c1N,[5]
UCUDIF,C1CN2CCN1CC2,[6]
UDEZIP,C1CNCCN1,[1]
UDEZOV,c1cc(-c2ccncc2)ccn1,[1]
UDEZUB,c1cc(-c2ccncc2)ccn1,[1]
UDICUG,CNC,[1]
UDIDAN,CNC,[1]
UDIJEX,Nc1ncnc2[nH]cnc12,[4]
UDIJIB,Nc1ncnc2nc[nH]c12,[4]
UDIJOH,Nc1ncnc2nc[nH]c12,[4]
UDOJAY,C1CNCCN1,[1]
UDUVIB,C1CN2CCN1CC2,[4]
UFITEJ,CCCN,[4]
UFITIN,CNC,[4]
UFITOT,CN(C)C,[4]
UFUNER,CCCN(CCC)CCC,[10]
UGAFIT,CC(N)c1ccccc1,[2]
UGELIB,NC1CCCC1,[1]
UGEZOW,c1cc(-c2ccncc2)ccn1,[1]
UGIGAS,NCCN,[1]
UGISAE01,CC(N)CN,[1]
UGIVIR,Cc1ncc[nH]1,[4]
UGOZAT,C1CN2CCN1CC2,[13]
UGUFEH,CC(C)(C)N,[]
UGUPER,NCCCCCCN,[]
UJEGUN,C1CNCCNC1,[1]
UJEJAW,NCCN,"[14, 12]"
UJEJEA,Nc1ccncc1,[1]
UJIREL,c1c[nH]cn1,[12]
UKETOT,CCN(CC)CC,[1]
UKUPOF,NCCCCN,[]
UKUTIE,CNC,[1]
ULAFIW,C1CNCCN1,[3]
ULAFOC,C1CN2CCN1CC2,[3]
ULAHEV,CNC,[1]
ULEFAS,C1CN2CCN1CC2,[6]
ULESIN,NCCN,[1]
ULOCED,NC1CCC(N)CC1,[]
ULOLUC,c1ccc2[nH]nnc2c1,[1]
UMEVUD,CC(N)CN,[1]
UNABUI,NCCCN,[2]
UNEQIP,C1CCNC1,[6]
UNEQOV,C1CCNC1,[1]
UNERUB,NCCN,[1]
UNOBUV,NCCCN,[2]
UPETIT,c1ccc2[nH]cnc2c1,[4]
UPETOZ,Nc1nc2ccccc2[nH]1,[4]
UPETUF,Cc1nc2ccccc2[nH]1,[4]
UPEVAN,Cc1ccc2nc[nH]c2c1,[4]
UPEVIV,c1ccc2[nH]cnc2c1,[4]
UPEVOB,c1ccc2[nH]cnc2c1,[4]
UPEXOE,CCCN,[4]
UPORAU,CCC1=C(CC)c2nc1c1[nH]c(c(CC)c1CC)c1[nH]c(c(CC)c1CC)c1[nH]c(c3nc(c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,[5]
UQUDIV,CC(CN)CCCN,[]
UQUXIP,CCC1(CC)c2ccc([nH]2)CN(C)Cc2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)CN(C)Cc2ccc1[nH]2,[]
UQUXOV,CCC1(CC)c2ccc([nH]2)CN(C)Cc2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)CN(C)Cc2ccc1[nH]2,[]
URIRAP,c1cn(CCCCn2ccnc2)cn1,[]
USAKEG,c1cc(-c2ccncc2)ccn1,[2]
USAKOQ,CNC,[2]
USUWUC,C1CCC2=NCCCN2CC1,[4]
UTEBAX,C1CNCCN1,[6]
UTEBEB,C1CNCCN1,[6]
UTULIF,CCN,[0]
UTUNAZ,CNCCCNC,"[14, 12]"
UWOFET,N=C(N)NN,[4]
UXEDEH,CN,[7]
UXEDIL,N=CN,[7]
UXEDOR,N=C(N)N,[7]
UXEDUX,c1c[nH]cn1,[7]
UXEFAF,CCN,[7]
UXIHEQ,c1cnc2c(c1)ccc1cccnc12,[10]
UXINAR,NCCN1CCNCC1,[0]
UXINEV,NCCN(CCN)CCN,[0]
UZIFOZ,C1CNCCN1,[1]
UZIHAN,NCCN,[4]
VABFEJ,NCCN,[1]
VACFAJ,c1nc[nH]n1,[1]
VACGEO,CC(N)CN,[1]
VACWUS,NCCNCCNCCNCCN,[1]
VADZAC,NCCN,"[2, 1]"
VAFJER,CC(C)N,[7]
VAFWAB,N=C(N)NN,[0]
VAGJOD,NCCCN,[2]
VAGJUJ,NCCCN,[2]
VAGYUZ,CNC,[]
VAGZAG,c1ccncc1,[]
VAGZEK,CNC,[]
VAGZIO,CC(C)N,[]
VAGZUA,NC1CCCCC1,[]
VAHBAJ,CC(C)(C)N,[]
VAHDUE,CC1CNCCN1,"[4, 1]"
VAHFAM,CC1CNCCN1,"[4, 1]"
VAHHIW,CN(C)CCN(C)C,[1]
VAHHUI,NCCN,[4]
VAHJAQ,C1CNCCN1,[4]
VAHJEU,C1CN2CCN1CC2,[4]
VAHJIY,C1CNCCN1,[4]
VAHSED,C1CNCCNCCCNCCNC1,[1]
VAHSON,NCCCCN,[1]
VAHSUT,NCCCCN,[1]
VAHTAA,NCCCCCN,[1]
VAHVIK,C1CN2CCN1CC2,[1]
VAHVOQ,C1CN2CCN1CC2,[1]
VAHWUY,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,[4]
VAHXAF,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,[4]
VAHXEJ,c1cn(-c2ccc(-n3ccnc3)cc2)cn1,[4]
VAJLAU,CCn1ccnc1N=Nc1ccc(C)cc1,[]
VAJLEY,CCn1ccnc1N=Nc1ccc(C)cc1,[]
VAMQIJ,N=C(N)N,[1]
VAMQIK,CC(N)CN,[]
VANWIQ,NCCN,[6]
VANXUD,NCCN,[1]
VAPHOM,CN(C)N,[0]
VAPHUS,C1CNCCNCCCNCCNC1,[]
VAPNOQ,NCCN,[2]
VAPNUW,N=C(N)N,[2]
VAPPAE,NCCNCCN,[2]
VAPPIM,NCCN,[2]
VAQPIM,CC(C)(C)N,[5]
VARHAZ,C1CN2CCN1CC2,[]
VASBUO,C1CNCCN1,[]
VASYAR,NCCN,[1]
VATWOE,c1cnccn1,"[14, 12]"
VAVDUU,c1ccncc1,[20]
VAVFOQ,c1ccncc1,[20]
VAVGAD,c1ccncc1,[20]
VAVHEI,c1ccncc1,[20]
VAWKAF,C1CN2CCC1CC2,[]
VAWKEJ,C1CN2CCC1CC2,[]
VAWXOH,NCCCN,"[12, 1]"
VAWXUN,NCCN,"[12, 1]"
VAXLOY,c1c[nH]c(-c2ncc[nH]2)n1,[6]
VAZFIM,Cc1cc(C)[nH]n1,[]
VAZWID,NCCN,[1]
VECKOF,c1cc2cc(c1)CNCCN1CCNCc3cccc(c3)CNCCN(CCNC2)CCNCc2cccc(c2)CNCC1,[]
VECZAE,NCCCN,[]
VEDNIE,c1ccncc1,[1]
VEDWUX,NCCN,[]
VEFKID,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[1]
VEGPUV,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[]
VEGXAH,NCCN,[1]
VEHLAW,CN(C)C,[0]
VEHLEA,CNC,[0]
VEHQOQ,C1=CNCN1,[1]
VEHWEM,CNC,"[5, 8]"
VEKWAJ,NCCNCCN,[]
VEKZET,c1cc(-c2ccncc2)ccn1,[]
VENRAI,CN(C)CCN(C)C,[]
VEQFAB,NCCN(CCN)CCN,[]
VEQYUM,NC12CC3CC(CC(C3)C1)C2,[1]
VERMUA,NCCN,[1]
VETGAF,c1cc(-c2ccncc2)ccn1,[4]
VETGEJ,c1cnc2c(c1)ccc1cccnc12,[4]
VETGIN,Nc1ccncc1,[4]
VEVQOD,C1CCC2=NCCCN2CC1,[]
VEVQUJ,C1CCC2=NCCCN2CC1,[]
VEWFIP,Nc1ncnc2[nH]cnc12,[]
VEXBAC,NCCN,[1]
VEXBEG,c1ccncc1,[]
VEYJIV,c1cn(CCCCn2ccnc2)cn1,[6]
VEYQUN,NCCCN,[]
VEYTEZ,NC1CCCCC1N,[1]
VEZJAN,NCCNCCN,"[14, 12]"
VEZQAT,CNC,[1]
VEZQEX,NCCNCCNCCN,[1]
VIDHAU,CCNCC,[]
VIFJUR,NCCN,[5]
VIFTOW,Cc1ccc2ccc3ccc(C)nc3c2n1,[4]
VIJDEY,CNC,"[5, 8]"
VIJDIC,CNC,"[5, 8]"
VIJSAI,c1cc(-c2ccncc2)ccn1,[10]
VILDUP,CCN(CC)CC,[7]
VILWOD,c1ccncc1,[20]
VINROZ,CN,[7]
VIPRET,NCCN(CCN)CCN,[]
VIPWUO,NC1CCCCC1,[4]
VIQZON,c1ccc2c(c1)nnn2-c1ccc(-n2nnc3ccccc32)cc1,[1]
VIRJEM,CNCCNC,[7]
VIRJIQ,CNCCNC,[7]
VIRKIQ,NC1CCC(N)CC1,"[4, 1]"
VIRQAO,NCCN,"[4, 1]"
VIRQES,NCCN,"[4, 1]"
VISFUB,c1ncn(-c2ccc(-c3ccc(-n4cncn4)cc3)cc2)n1,[1]
VOBDUO,c1cncc(CNc2cccnc2)c1,[]
VOBXAM,c1c[nH]cn1,[]
VOCFAW,CNC,[]
VOFQUC,C1CNCCN1,[5]
VOFYAQ,C1CNCCN1,[]
VOHQEO,c1ccncc1,[1]
VOHQIS,c1ccncc1,[1]
VOJQOC,NCCCN,"[14, 12]"
VOKJIQ,CCCN,[1]
VOKWUQ,c1ccncc1,[]
VONHUE,NCCN,[1]
VONXUS,c1cc(-c2ccncc2)ccn1,[]
VOPLUJ,C1N2CN3CN1CN(C2)C3,[]
VORZAG,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,[]
VOXVEL,c1cc(-c2ccncc2)ccn1,[1]
VOXVIP,c1ccc(-c2ccccn2)nc1,[1]
VOYCIV,CCCCNCCCC,[5]
VOZBIX,c1cc(-c2ccncc2)ccn1,[1]
VUCBIG,N=C(N)N,[]
VUCTOE,C1CNCCN1,"[4, 1]"
VUCTUK,C1CNCCN1,"[4, 1]"
VUFBEE,C1CNCCN1,[1]
VUFFOU,NCC1CCNCC1,[5]
VUJPOI,CCCCCCCN,[0]
VULREA,NCCN,"[0, 4]"
VULVII,CNC,[4]
VUQLEZ,CNC,[2]
VURREG,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1,[]
VUVLOP,N#CN1CCNCC1,"[14, 12]"
VUVXER,Nc1ncccn1,[5]
VUVXIV,Nc1ncccn1,[5]
VUXJED,NCCc1c[nH]cn1,[2]
VUYHIH,NCCNCCN,[2]
WABHIR,NCCN,[2]
WABJAM,CNC,[7]
WABVIF,N=C(N)N,[15]
WABVOL,N=C(N)N,[15]
WABVUR,N=C(N)N,[15]
WABWAY,N=C(N)N,[15]
WABWEC,N=C(N)N,[15]
WACKOB,NCCN,[1]
WADJIV,c1ccc2ncccc2c1,[]
WADKOC,N=C(N)N,[]
WAFDEN,NC12CC3CC(CC(C3)C1)C2,[6]
WAJJUN,N=C(N)N,[2]
WAJKEY,N=C(N)N,[2]
WAJKOI,N=C(N)N,[2]
WAKBIV,CNC,[1]
WAQJEE,NC1CCC(N)CC1,[2]
WAQJII,NC1CCC(N)CC1,[2]
WAQJOO,CC(N)CN,[2]
WAQJUU,CC1CNCCN1,[2]
WAQKAB,CCNCCNCC,[2]
WAQKEF,NCCCN,[2]
WAQVOZ,N=C(N)N,"[15, 15]"
WARTAL,NCCN,[4]
WASCID,CCCCCCN,[1]
WASDEC,c1ccc2[nH]cnc2c1,[1]
WASWUJ,Nc1ccccn1,[]
WAVBUQ,NCCN,[1]
WAVQUF,NCCN,[1]
WAVREQ,NCCNCCN,[1]
WAXQUJ,Cc1ccncc1,[1]
WEBQEB,CN,[1]
WEBQIF,CN,[1]
WEBQOL,NCCCN,[1]
WEBROK,NCCN,[1]
WECBEN,CC(C)NC(C)C,[4]
WECBIR,CC(C)NC(C)C,[4]
WECBOX,CN(C)CCCN,"[4, 1]"
WECJOD,NCCCN,"[4, 1]"
WEFWIO,c1c[nH]cn1,[10]
WEGJUP,C1CNCCN1,[1]
WEJDIZ,CN(C)C,[27]
WEJMII,NCCN,[1]
WEJNOP,Nc1ccncc1,[]
WEMBOG,NCCN,[]
WEMLIM,Nc1ccncc1,[5]
WEMLOS,Nc1ccncc1,[5]
WEMLUY,Nc1ccncc1,[5]
WEMMEJ,Nc1ccncc1,[5]
WEPCIG,Nc1nnc[nH]1,[]
WEPHOR,CN,[7]
WEPJAF,CNC,[7]
WEPJIN,CCN,[7]
WEPJUZ,CCNCC,[7]
WERHAC,CN,[1]
WETZUQ,CC(N)CN,[1]
WEVNET,c1ccncc1,[5]
WEWLIW,CCCNCCC,[]
WEWMUJ,CCCCNCCCC,[4]
WEXQOF,C1CN2CCN1CC2,[1]
WEXQUL,c1c[nH]cn1,[1]
WEXYUV,c1c[nH]cn1,[]
WEYFIQ,C1CNCCN1,"[6, 1]"
WEZDEM,NCCNCCN,[1]
WEZQOJ,N=C(N)N,[3]
WEZREZ,C1CN2CCN1CC2,[]
WEZYEG,c1cc(-c2ccncc2)ccn1,[6]
WEZYIK,c1cc(-c2ccncc2)ccn1,[6]
WEZYOQ,c1cc(-c2ccncc2)ccn1,[6]
WEZZAC,c1ccncc1,[6]
WIBCAN,c1c[nH]cn1,[1]
WIDMOL,C1CCNCC1,[]
WIFVEN,C1CN2CCN1CC2,[]
WIFVIR,C1CN2CCN1CC2,[]
