identifier,smiles,bus
ICIXOJ,C1CN2CCN1CC2,[0]
ICIXUP,NCCN1CCNCC1,[0]
ICOTUR,C1CNCCN1,[]
IDEMIP,C1CNCCN1,[]
IDIBEC,C1CNCCN1,[6]
IDIBIG,C1CNCCN1,[6]
IDIHOV,N=C(N)N,[15]
IDIVAT,c1cnc2ccc3ncccc3c2c1,[]
IDOBOT,C1CNCCNC1,[10]
IDODAH,NCCCN,[1]
IDUGOF,c1c[nH]cn1,[10]
IDUGUL,C1CNCCN1,[1]
IFAHEC,NCCCCCCN,[1]
IFAMAE,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[2]
IFAMIM,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[]
IFAMOS,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,[]
IFEROB,NCCCN,[]
IFERUH,NCCCCCN,[]
IFESAO,NCCCCCCCN,[]
IFESES,NCCCCCCCCN,[]
IFESIW,NCCCCCCCCCCN,[]
IFESOC,NCCCCCCCCCCCN,[]
IFIMOA,c1cc(-c2ccncc2)ccn1,[1]
IFUDES,NCCN,[4]
IGEQAM,NCCCCCCNCCCCCCN,[1]
IGOMUM,CC1CNCCN1,[1]
IGONAT,CC1CNCCN1,[1]
IGONEX,CC1CNCCN1,[1]
IGONUP,NCCCCN,[7]
IGOPAX,NCCCNCCCN,[7]
IGOPEB,NCCCNCCCNCCCN,[7]
IGUCET,CN,[1]
IGUCIX,CN,[1]
IGUJOJ,CCN(CC)CC,[4]
IGUROU,NCCCCCN,[1]
IGUTEK,NC1CCCCC1,[1]
IHAJEH,NCC1CCCC(CN)C1,"[0, 1]"
IHAJIL,NCC1CCCC(CN)C1,[0]
IHOTIJ,C1CC(C2CCNCC2)CCN1,[]
IHUROS,NCCNCCN,"[4, 1]"
IJIGOX,CN1CCNCC1,[1]
IJISID,NCCN,[]
IJIWUT,NCCCNCCN,[1]
IKELOA,NCCCCN,[]
IKEZAZ,NCCN,[1]
IKOMIG,NCCCN1CCN(CCCN)CC1,[]
IKUBIZ,C1CN2CCN1CC2,[0]
IKUBOF,CC(N)CN,[0]
IKUBUL,NCCCCCCN,[0]
IKUCUM,NCCN,[2]
IKUDAT,NCCCCN,[2]
IKUDEX,NCCCCCN,[2]
IKUDIB,NCCCCCCN,[2]
ILAQIX,NC1CCC(N)CC1,[2]
ILAQOD,NC1CCC(N)CC1,[2]
ILAQUJ,NC1CCC(N)CC1,[2]
ILARAQ,c1cc(-c2ccncc2)ccn1,[2]
ILECIN,c1c[nH]cn1,[7]
ILENOC,NCCNCCN,[1]
ILILEU,NCCNCCN,[2]
ILOTEJ,CNC,[7]
ILOTIN,CNC,[7]
IMIQAX,C1CN2CCN1CC2,[1]
INAHEL,NCCN,[30]
INICUE,NCCN,[1]
INIDAL,NCCNCCN,[1]
INUTER,C(=Cc1ccncc1)c1ccncc1,[]
INUTIV,C(=Cc1ccncc1)c1ccncc1,[6]
IPAFUA,CC(N)CN,[1]
IPAMOX01,CC(C)N,[]
IPAMOY,CC(C)N,[]
IPARUN,NCCCN,"[12, 1]"
IPASAU,C1CNCCN1,"[12, 1]"
IPASEY,NCCCN,"[12, 1]"
IPEGIU,CN1CCNCC1,[2]
IPEGOA,CN1CCNCC1,[2]
IPICIU,CCC(C)N,[0]
IPIMEA,C1CN2CCN1CC2,[2]
IPOVAK,c1ccc(N2CCNCC2)nc1,[1]
IPOVEO,c1ccc(N2CCNCC2)nc1,[1]
IPOXUH,CNC,[1]
IPUKOT,C1CNCCNC1,[2]
IPUKUZ,C1CNCCNC1,[2]
IPULAG,CN(C)CCN,[2]
IPULEK,CN(C)CCN,[2]
IQECUC,NCCCNCCNCCCN,[1]
IQIDES,CNC,[0]
IQUKAH,CNC,[2]
IRAHUF,NCCCNCCNCCCN,[1]
IRAJAN,NCCCNCCN,[1]
IRAJER,NCCCC(CN)CN,"[4, 1]"
IRAJIV,c1c[nH]cn1,[0]
IRAYOQ,NCCN,[1]
IRAYUW,NCCN,[1]
IRIPEE,C1CN2CCN1CC2,[0]
IRIPII,C1CNCCN1,[0]
IRIPOO,NCCN,[1]
IRIPUU,Nc1ccncc1,[1]
IRIQUW,CCN(CC)CC,[8]
ISAHIU,c1cc(-c2ccncc2)ccn1,[]
ISIYOZ,CNCCNC,[7]
ISIYUF,CN(C)CCN(C)C,[7]
ISUFOR,CC1CNC(C)CN1,[1]
ITANOG,C1CNCCN1,[4]
ITEPAA,CNC,[]
ITEPEE,CNC,[]
ITESIJ,CNCCN,[1]
ITETEG,C1CNCCN1,[1]
ITEWOU,NCCN,[5]
ITEWUA,NCCN,[5]
IVASAB02,C1CN2CCN1CC2,[4]
IVASEF02,C1CN2CCN1CC2,[4]
IVOCON,CN(C)CCN(C)CCN(C)C,[0]
IVOTUI,NCCN,[1]
IWAGAO,Cc1cnc[nH]1,[1]
IWAXUZ,N=C(N)N,[15]
IWAYAG,N=C(N)N,[15]
IWAYEK,N=C(N)N,[15]
IWAYIO,N=C(N)N,[15]
IWAYOU,N=C(N)N,[15]
IWAYUA,N=C(N)N,[15]
IWAZEL,N=C(N)N,[15]
IWAZIP,N=C(N)N,[15]
IWEPOP,CCC(N)CCN,[1]
IWEQUW,C1CNCCN1,[1]
IWEXEO,Nc1cccnc1,[]
IWOKEK,C1CNCCN1,[4]
IWOMEO,NCCCCCCN,[]
IWOTIZ,c1c[nH]cn1,"[3, 8]"
IWOTOF,Nc1ncnc2[nH]cnc12,[6]
IWUSUO,NCCCCN,[2]
IWUZAB,NCCN,[]
IXAMAW,NCCN,[1]
IXAMEA,NCCN,[1]
IXAMIE,NCCN,[1]
IXINOS,NCCCN1CCN(CCCN)CC1,"[4, 1]"
IYAVUA,Cc1ccccn1,[]
IYEKAA,c1cc(-c2nnc(-c3nnc[nH]3)[nH]2)ccn1,[]
IYEXUF,c1cc(-c2ccncc2)ccn1,[1]
IYEYAM,c1cc(-c2ccncc2)ccn1,[1]
IYODEH,CN(C)c1ccncc1,[11]
IYODIL,CN(C)c1ccncc1,[11]
IZAFEV,CNC,[2]
IZAJUP,NCCCCCCCCCN,[13]
IZEDUN,NCCN,[1]
IZIQIR,NCCN1CCNCC1,[1]
IZUPEA,CN,[7]
JABMEF,CCN,[1]
JAJYOJ,NCCN,[]
JAJYUP,NCCN,[]
JAJZAW,CCN(CC)CC,[]
JALXIG,N#Cc1cccc(N)c1,[]
JALXOM,N#Cc1cccc(N)c1,[1]
JAMFEI,Cc1cc(C)[nH]n1,[]
JAMLIT,C1CNCCN1,"[4, 1]"
JANNAQ,CNC,[7]
JANQAT,CNC,[7]
JAPNUK,c1cc(-c2ccncc2)ccn1,[26]
JAPXED,CNC,[6]
JAQZOR,NCCN,"[14, 12]"
JATBIS,c1cc(CCCc2ccncc2)ccn1,[1]
JATBOY,c1cc(CCCc2ccncc2)ccn1,[1]
JATBUE,c1cc(CCCc2ccncc2)ccn1,[1]
JAVNEA,Cc1ccncc1,[]
JEBBIE,NCCN,[7]
JEBBOK,NCCN,[7]
JEBGIJ,NCCN,[7]
JEBGOP,NCCN,[7]
JEBGUV,NCCN,[7]
JECDON,NCCN,[]
JECDUT,NCCN,[]
JECFAB,NCCCN,[]
JECFEF,NCCCN,[]
JECFIJ,NCCCN,[]
JEDKIP,CC(=N)N,[7]
JEDXEW,CCN,[1]
JEGCUW,CNC,"[14, 12]"
JELPAS,CC(N)CN,"[6, 4]"
JEQBUD,CCCCN,[11]
JEQCAK,CCCCN,[]
JESDIV,C1CNCCN1,[0]
JETDES,NCCCCCCN,[2]
JETDIW,NCCN,[2]
JETSEH,NCCCNCCCN,[6]
JETSOR,Nc1ccccn1,[1]
JEWCOE,CN(C)CCN,[]
JEXVUG,CCNCC,[1]
JEYWUG,C1CNCCN1,[2]
JEYXOB,C1CNCCNC1,"[0, 4]"
JEZBAS,C1CNCCN1,[4]
JIHDEM,CNC,[1]
JIHDOW,Nc1ccccc1,[1]
JIJYEJ,Cn1ccnc1,[1]
JIKLAT,CNC,[]
JIKLEX,CNC,[]
JIKLIB,CNC,[]
JIKLOH,CNC,[]
JIKLUN,CNC,[]
JIKMAU,CNC,[]
JIKMEY,CNC,[]
JIKMIC,CNC,[]
JISCOE,NCCN(CCN)CCN,[1]
JISTIR,CNC,[2]
JIVQOU,C1CNCCN1,[1]
JIVQUA,NCCN,[1]
JIVSIQ,NCCN,[1]
JIWJOP,NCCN(CCN)CCN,[6]
JIWJUV,C1CNCCN1,[6]
JIWKAC,C1CNCCNC1,[6]
JIWKEG,C1CNCCN1,[6]
JIWKIK,C1CNCCN1,[6]
JIWKOQ,NCCN(CCN)CCN,[6]
JIXYEX,CCN(CC)CC,[1]
JIYBAX,CNC,[]
JIYNIO,C1CN2CCN1CC2,[1]
JIYPIQ,CCNCCNCC,[1]
JIYRAN,CNC,[]
JIYXOF,NCCN,[]
JIYYAS,NCCN,[4]
JIZSOA,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[10]
JOCMAQ,NC12CC3CC(CC(C3)C1)C2,[5]
JOCPEZ,CC(N)CN,[1]
JOCSID,NCCN,[1]
JOCTOL,c1c[nH]cn1,[]
JOFMID,Nc1cc(N)nc(N)n1,[]
JOFMOJ,Nc1cc(N)nc(N)n1,[]
JOGXAG,Cc1cccc(C)n1,[]
JOKRIN,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10]
JOKWOV,C1CN2CCN1CC2,[1]
JOQFAW,NCCN,[1]
JOSPAI,NCCN,[6]
JOSPEM,NCCN,[6]
JOTFUW,CNC,[5]
JOTHOP,CCC(N)CCN,[1]
JOVWOI,C1CNCCN1,[1]
JOWVEZ,N=C(N)N,[2]
JUBDOB,Cc1nc2ccccc2[nH]1,[1]
JUCCIT,CN(C)C,[1]
JUCKOJ,CNC,[7]
JUFZAL,NCCN,[1]
JULVET,c1cc(-c2nc(-c3ccncc3)c(-c3ccncc3)[nH]2)ccn1,[]
JUPXOJ,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[6]
JUQCIJ,c1c[nH]cn1,[]
JUQCOP,c1cn[nH]c1,[]
JURWEB,CCCn1ccnc1,[]
JUVTID,NCCN,[4]
JUVTOJ,NCCNCCN,[4]
JUVZUX,Cc1cccnc1,[1]
JUWBAG,Nc1ccccn1,[1]
KABXOD,c1c[nH]cn1,[]
KAGVUL,CCCCN,[2]
KAGWAS,CCCCN,[2]
KAGWEW,CCCCN,[2]
KAHYEY,CNC,"[4, 1]"
KALGIP,NCCCCN,[4]
KALGOV,NCCCCN,[4]
KALGUB,NCCCCN,[4]
KALVEB,Nc1ccccc1N,[4]
KALVIF,Nc1ccncc1,[4]
KALVOL,C1CNCCN1,[4]
KAMRUM,Cc1nc2ccccc2[nH]1,[]
KAPKOE,NCCCCN,[2]
KAPSUR,CNC,"[10, 1]"
KAPWOP,CC(N)CN,"[14, 12]"
KARDAJ,c1ccc(-c2ccc(-c3ccncc3)nc2)cc1,[5]
KARTAA,CNC,[2]
KARTEE,NCCN,[2]
KARTII,CNC,[2]
KARTOO,CNC,[2]
KASROM,C1CNCCN1,[2]
KATHET,NCCCCCCN,[1]
KAVRIJ,c1cc(-c2ccncc2)ccn1,[5]
KAVROP,C1CNCCN1,[3]
KAWFAS,c1ncn(CCCCCCn2cncn2)n1,[1]
KAWFEW,c1ncn(CCCCCCn2cncn2)n1,[1]
KAXVUB,c1ccc(-c2ccncc2)nc1,[5]
KAYJIE,NCCCCCN,[]
KAZFOH,CC1CNCCN1,[2]
KAZXEO,c1c[nH]cn1,[]
KEDJAG,CCN(CC)CC,[4]
KEFFEI,N=CN,[7]
KEFYAX,c1cc(-c2ccncc2)ccn1,[4]
KEFYEB,C(=Cc1ccncc1)c1ccncc1,[4]
KEJBIL,NCCN,[1]
KEJQAR,NCCN(CCN)CCN,[1]
KEJSAU,c1c[nH]cn1,[20]
KELWAA,NCCNCCN,[1]
KENKUL,Nc1ccccc1N,[1]
KEPVOT,Nc1nc(N)nc(N)n1,[1]
KEQGAR,NCCNCCN,[]
KEQHUK,NCCN,[2]
KERZIT,c1ccncc1,[1]
KESWAH,CC(CN)CCCN,[]
KESWEL,CC(N)CCCCN,[]
KETFEW,c1cc(-c2ccncc2)ccn1,[1]
KETFIA,c1cc(-c2ccncc2)ccn1,[5]
KEWWAL,c1cc(CCCc2ccncc2)ccn1,[]
KEXNOT,CN(C)c1ccncc1,[]
KEXSEL,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,[]
KEYJII,NCCCN1CCN(CCCN)CC1,[4]
KEYJOO,NCCN(CCN)CCN,[4]
KEYNIM,c1ccncc1,[]
KICNIU,c1cc(CCCc2ccncc2)ccn1,[]
KIFFEM,NCCCN,[1]
KIHMAS,Cc1cc(C)nc(N)c1,[4]
KIHMEW,Nc1cccnc1,[4]
KIJMAU,CCCCCCCCCCCCn1ccnc1,[]
KIJMEY,CN1CCCC1c1cccnc1,[1]
KIJNOJ,CN1CCN(C)CC1,"[4, 1]"
KIJPAX,CN1CCN(C)CC1,"[4, 1]"
KIJPEB,CN(C)CCCN,"[4, 1]"
KIJZAF,Nc1ncccn1,[]
KILDAL,CCCCNC,[13]
KILDEP,CCCCNC,[13]
KILYUZ,CN,[1]
KIMLOK,C1CN2CCN1CC2,[]
KIQDIA,CC(C)N,[10]
KIQGUM,Cc1ccncc1,[1]
KIQHIB,N=C(N)N,[1]
KIQMUU,N=C(N)N,"[4, 15]"
KIRTOW,CNC,[0]
KIRTUC,CCN,[0]
KIRWIT,CN,[0]
KISBEU,NCCN,[1]
KISBIY,NCCN,[1]
KITDID,C1CNCCN1,[]
KITDOJ,C1CNCCN1,[]
KIXBEY,CCCCCCN,[]
KIZSOD,c1c[nH]cn1,[]
KODNAS,NCCN,[1]
KODNID,c1ccncc1,[]
KOGPAX,CCNCC,[]
KOJLEC,NCCN,[10]
KOKDAR,CNC,[]
KOKLUS,NCCCCCCN,[1]
KOQXIZ,NCCN,[4]
KOTGEI,NCCNCCN,"[14, 12]"
KOTQAN,CCCNCCN,"[14, 12]"
KOYJAJ,NCCCCCCN,[]
KUBLAV,NCCN,[2]
KUBNUR,NCCNCCNCCN,[2]
KUBRIJ,CNC,[1]
KUBROP,CNC,[1]
KUDYUE,NCCNCCN,[1]
KUGGUO,NCCNCCN,[]
KUGWEQ,CNC,[7]
KUHVEP,CC1CNCCN1,[2]
KUJSOZ,CN(C)Cc1ccccc1,[1]
KULQAK,NCCN,[4]
KULTUJ,CC(CN)CCCN,[]
KUQMAM,NCCN,"[14, 12]"
KUQMEQ,NCCCN,"[14, 12]"
KURZIH,c1cn(Cc2ccc(-c3ccc(Cn4ccnc4)cc3)cc2)cn1,[]
KUTBAE,NCCCNCCN,"[1, 1]"
KUTBOS,CN,[1]
KUYVAC,c1c[nH]cn1,[11]
LABFUQ,c1cc(-c2ccncc2)ccn1,[2]
LABGAX,CN(C)CCN(C)C,[2]
LABGEB,c1c[nH]cn1,[2]
LABGIF,CC(N)CN,[2]
LABGOL,NCCN(CCN)CCN,[2]
LADKIN,C1CNCCN1,"[0, 4]"
LAFKOV,C1CNCCN1,[2]
LAFKUB,C1CNCCN1,[2]
LAFLAI,C1CNCCN1,[2]
LAFLEM,C1CNCCN1,[2]
LAFLIQ,C1CNCCN1,[2]
LAGLEN,Cc1ncc[nH]1,[4]
LAHQEQ,NCCCN,[1]
LAHQIU,NCCCN,[1]
LAHTUK,c1cc(-c2ccncc2)ccn1,[3]
LAHVAS,c1cc(-c2ccncc2)ccn1,[3]
LAHVEW,C1CNCCN1,[3]
LAJXOK,N=C(N)N,[10]
LAKZUT,C1N2CN3CN1CN(C2)C3,[]
LALBAC,C1N2CN3CN1CN(C2)C3,[]
LAMMUI,NCCN,[1]
LANNIY,CN(C)CCCN(C)C,[2]
LANNOE,CC(N)CN,[2]
LAQNIB,NCCN,[]
LAQNOH,C1CNCCN1,[]
LAQPEZ,CNCCN,[1]
LAQPID,CNCCCN,[1]
LATWEK,c1cc(CCCc2ccncc2)ccn1,[1]
LATWOU,c1c[nH]cn1,[1]
LATWUA,c1c[nH]cn1,[1]
LAYCEU,NCCNCCNCCN,[1]
LEBLUC,CCN,[7]
LEBMAJ,CCN,[7]
LEBSOB,CNC,[1]
LEBZEX,NCCN,[]
LEBZIE,CCN,[7]
LEDBUT,c1cc(-c2ccncc2)ccn1,[1]
LEHFUB,NCCCN,[]
LEJKIW,NCCCCCCN,"[0, 1]"
LEKGIS,c1cc2ccc1CNCCN1CCNCc3ccc(cc3)CNCCN(CCNC2)CCNCc2ccc(cc2)CNCC1,[]
LEMHAM,NCCN,[1]
LEPGAO,NCCN,[1]
LEPKEW,NCCCN,[1]
LEPREF,CN,[13]
LEPRIJ,CN,[13]
LEPROP,CN,[13]
LEPRUV,CN,[13]
LEPSAC,CN,[13]
LEPSEG,CN,[13]
LEPSIK,CN,[13]
LEPSOQ,CN,[13]
LEQVIN,NCCCNCCN,[0]
LESTEI,CC(C)(C)N,[]
LETFOG,c1c[nH]cn1,[5]
LETFUM,c1c[nH]cn1,[5]
LETGAT,c1c[nH]cn1,[5]
LETPOR,CCCCCCN,[0]
LETPUX,CCCCCCCCN,[0]
LETQAE,CCCCCCCCCCCCN,[0]
LETQEI,CCCCCCCCCCCCCCN,[0]
LETRAF,CCCCCCCCCCCCCCCCN,[0]
LETREJ,CCCCCCCCCCCCCCCCCCN,[0]
LEVBAQ,c1cc(-c2ccncc2)ccn1,[1]
LEWGOK,NCCN,[2]
LEWNIM,c1cnc2c(c1)ccc1cccnc12,[10]
LEWVIT,c1cc(CCCc2ccncc2)ccn1,[0]
LEYPAI,c1ccncc1,[4]
LEYYET,CN,[1]
LEZMIN,NCCCCCN,[0]
LEZVIX,Nc1ccccn1,[3]
LICFIN,c1cc(-c2ccncc2)ccn1,[4]
LIDDUY,NCCNCCN,[]
LIFHOX,CCN(CC)CCN(CC)CC,[20]
LIFJAM,c1cc(-c2ccncc2)ccn1,[1]
LIFKER,NCCN,[2]
LIFKIV,NCCN,[2]
LIFKOB,C1CNCCN1,[2]
LIFKUH,NCCN,[2]
LIFLAO,NCCN,[2]
LIFLES,NCCN,[2]
LIHKAQ,C1CNCCN1,"[0, 4]"
LIKQON,c1ccc2ncccc2c1,[]
LILRIK,CCN(CC)CC,[]
LIMJUM,NCCN,[1]
LIPREI,CC(N)CN,[4]
LIPRIL,Cc1ncc[nH]1,[]
LIPROR,Cc1ncc[nH]1,[]
LIPRUX,Cc1cnc[nH]1,[]
LIQDIB,Nc1cc2nc3ccccc3nc2cc1N,[]
LIQDOH,Nc1cc2nc3ccccc3nc2cc1N,[]
LIQDUN,Nc1cc2nc3ccccc3nc2cc1N,[]
LIQREL,Nc1ccccn1,[]
LIQROT,NCCCN,[]
LIQROV,c1cc(CCCc2ccncc2)ccn1,[1]
LIQRUB,c1cc(CCCc2ccncc2)ccn1,[1]
LIQSAI,C(=Cc1ccncc1)c1ccncc1,[1]
LIQTAH,Nc1ccccn1,[]
LIRNUX,c1cn(Cc2cc(Cn3ccnc3)cc(Cn3ccnc3)c2)cn1,[]
LIRPAF,c1cn(Cc2cc(Cn3ccnc3)cc(Cn3ccnc3)c2)cn1,[]
LITGIF,NCCN,[1]
LIVFII,NCCCNCCCN,[]
LIVKUW,NCCN,[1]
LIWFIG,NCCCCN,[1]
LIWJAC,CNC,[1]
LIXWEV,C1CNCCN1,[0]
LIYFIK,c1ccc(N=C(Nc2ccccc2)Nc2ccccc2)cc1,[]
LIYSUI,Nc1ccccn1,[1]
LIZZEB,c1c[nH]c(-c2ncc[nH]2)n1,[1]
LOBBUA,CNC,[5]
LOBCOU,C1CNCCN1,[1]
LOBVAZ,NCCN,[6]
LOBVED,NCCN,[6]
LOBVIH,NCCN,[6]
LOBVON,NCCN,[6]
LODYOU,CCNCC,"[14, 12]"
LOFCAM,CNC,[2]
LOGBAK,C1CNCCNCCCNCCNC1,[1]
LOGBEO,C1CNCCNCCCNCCNC1,[1]
LOHDES,NCCN,[2]
LOHDIW,CN1CCNCC1,[2]
LOHDOC,NCCNCCN,[2]
LOHDUI,NCCNCCNCCN,[2]
LOJCOC,NCCCN,[1]
LOJPOR,c1cc(-c2cc[nH]n2)ccn1,[1]
LOKMED,CN(C)CCN(C)C,[1]
LOKMUV,CNC,[]
LOLVEQ,CNCCCNC,[7]
LOMGIG,CNCCCNC,[7]
LOMHON,CNCCCNC,[7]
LOMLOQ,CC1CNCCN1,[0]
LOMLUV,CC(N)CN,[0]
LOMLUW,CN1CCN(C)CC1,[0]
LONSEM,NCCN,[]
LONVUG,Cc1ncc[nH]1,[1]
LOTMOY,CCCN(CCC)CCC,[4]
LOVBIK,CNC,[]
LOWXOK,NCCCN1CCN(CCCN)CC1,[1]
LOXXEB,C1CN2CCN1CC2,[6]
LUFDIC,CNC,[2]
LUFVUF,c1cncnc1,[]
LUFWAM,CN(C)CCN(C)C,[]
LUGRUA,c1ccncc1,[]
LUGSAH,c1ccncc1,"[6, 33]"
LUHBOF,NCCCCN,[]
LUHGIE,NCCNCCNCCN,[1]
LUHZET,NCCCNCCN,[6]
LUKSIU,NCCN,[1]
LULLAF,C1CNCCN1,[2]
LUMLUA,NCCCCN,[]
LUNBUR,NCCCN1CCN(CCCN)CC1,"[4, 1]"
LUNNUF,Nc1ccncc1,[]
LUNPUI,NCCN,"[14, 12]"
LUNQAP,NCCN,"[14, 12]"
LUPHEJ,C1CNCCN1,[1]
LUPHIN,C1CNCCN1,[1]
LUQCOQ,C1CN2CCN1CC2,"[0, 4]"
LUQCUW,CN(C)CCN(C)C,"[0, 4]"
LURMIW,C1CN2CCC1CC2,"[5, 5]"
LUTSID,CNC,[1]
LUTTAW,Nc1ccc(-c2ccc(N)cc2)cc1,[]
LUTZOR,NCCN,[3]
LUVVON,c1ccnnc1,[1]
LUVVUT,c1cncnc1,[1]
LUVWAA,c1cnccn1,[1]
LUWCAI,NCCCN,"[4, 1]"
LUYTOP,NCCCCN,[0]
LUYTUV,NCCCCN,[0]
LUYVAD,c1c[nH]cn1,"[0, 1]"
MACHUU,N=C(N)N,[5]
MACUFR,CNC,[7]
MADQAL,c1cc(-c2ccncc2)ccn1,[]
MAFQEQ,c1c[nH]cn1,[1]
MAGMOZ,CCN,[7]
MAGNEQ,CCN,[7]
MAHHAF,NCCN1CCNCC1,[4]
MAHKAI,C1CNCCN1,[4]
MAJKUE,NCCN,[]
MAJMOA,CN,[7]
MAKHAJ,NC1CC1,[0]
MAKLIV,NCCNCCN,[]
MALMAN,c1ccc(-c2cccc(-c3ccccn3)n2)nc1,[10]
MALWOM,CN1CCNCC1,[1]
MAMBOS,NCCN,[0]
MANKIW,NCCNCCN,[12]
MANPUO,CC(C)N,[]
MAPBEK,CC1(C)CCCC(C)(C)N1,[1]
MAPCIP,NCCCCN,[1]
MAPHUH,Cc1ccnc(-c2cc(C)ccn2)c1,[]
MARJAQ,NCCCCCCCCCCN,[1]
MASXOT,CN(C)CCN(C)C,[6]
MATCAN,c1ccc2[nH]cnc2c1,[1]
MATHEV,C1CNCCN1,"[0, 4]"
MATNAW,NCCN,[1]
MAVBIW,N=C(N)N,[15]
MAVBOC,N=C(N)N,[15]
MAVBUI,N=C(N)N,[15]
MAVCAP,N=C(N)N,[15]
MAVFEV,CNC,[4]
MAWVEO,CNC,[7]
MAWVIS,CCN,[7]
MAXPOT,NC1CCCCC1,[]
MAXPUZ,CN(C)C(=N)N(C)C,[]
MAYFUN,NCCCN,"[4, 1]"
MAYRAF,C1CNCCN1,"[12, 1]"
MAZQUA,NCCN,[0]
MAZYER,c1c[nH]cn1,[4]
MEBDON,Cc1cccc(C)n1,[]
MEBLEL,CN(C)CCN(C)C,[]
MECLEL,NCCN(CCN)CCN,[1]
MECMAL,CC(N)CN,"[4, 1]"
MECMEP,CC(N)CN,"[4, 1]"
MECMIT,CC(N)CN,"[4, 1]"
MECMOZ,CC(N)CN,"[4, 1]"
MECMUF,CC(N)CN,"[4, 1]"
MECSAP,c1ccc(N2CCNCC2)nc1,[0]
MECSET,c1ccc(N2CCNCC2)nc1,[0]
MECSIX,CC(N)CN,[0]
MECVIA,CCCCN(CCCC)CCCC,[1]
MECVOG,CCCCN(CCCC)CCCC,[1]
MECVUM,NCCN(CCN)CCN,[1]
MEDLIQ,CC(C)NC(C)C,[1]
MEDLOW,CC(C)NC(C)C,[1]
MEFCAE,CC(N)CN,[7]
MEFFIP,CN,[7]
MEFGEM,N=C(N)N,[7]
MEFKAM,NCCNCCN,[7]
MEFKIU,NCCNCCNCCN,[7]
MEFKUG,CNCCNC,[7]
MEFLOB,CNCCNC,[7]
MEFLUH,NCCCN,[7]
MEFMUI,NCCN,[7]
MEGBAC,C1CCNCC1,[1]
MEGBEG,C1CCNCC1,[1]
MEHHIR,NCCN,"[0, 10]"
MEJGEN,CN(C)CCN(C)C,[1]
MEJVAY,NCCN,"[12, 1]"
MEJVEC,NCCN,"[12, 1]"
MEKSOL,CN,[22]
MEKSUR,CN,[22]
MEMGEQ,CNC,[4]
MEMZIO,c1cc(-c2ccncc2)ccn1,[]
MENSAA,NCCCCN,[]
MENWOU,CN(C)c1ccncc1,[]
MERTIN,C1CCNC1,[1]
MESHAT,C1CNCCN1,[2]
MESSUZ,C1CNCCN1,[4]
MESTAG,C1CNCCN1,[4]
MESTOU,C1CNCCN1,[4]
MEVPIM,CC1(C)CC(N)CC(C)(C)N1,[]
MEVVUH,CCN(CC)CC,[4]
MEXDAU,NCCCNCCN,[1]
MEXDEY,NCCCCN,[1]
MEXDIC,C1CNCCN1,[1]
MEXDOI,C1CNCCN1,[1]
MEYHUW,CCCCNCCCC,[4]
MICBIL,NCCCCN,[2]
MICBOR,NCCCCN,[2]
MICBUX,c1c[nH]c(-c2ncc[nH]2)n1,[1]
MICCAE,c1c[nH]c(-c2ncc[nH]2)n1,[1]
MICNOB,NCCCCCN,[1]
MIFSOM,N=C(N)N,[]
MIGKIX,c1ccc2[nH]cnc2c1,[]
MIHJOE,NCCCN,"[5, 8]"
MIHJUK,NCCCN,"[5, 8]"
MIJYUA,CCN,[1]
MILSAC,NCCCN,[]
MILSEG,NCCCN,[]
MILSIK,NCCCCN,[]
MILSOQ,NCCCCN,[]
MILSUW,NCCCCCN,[]
MILTAD,NCCCCCN,[]
MILTEH,NCCCCCCCN,[]
MILTIL,NCCCCCCCN,[]
MIMFOF,NCCCCN,[1]
MINTIM,NCCCNCCN,[1]
MINWEL,NCCCN,[1]
MINWIP,NCCCN,[1]
MIPWUG,CCN(CC)CC,[2]
MIPXAN,CCN(CC)CC,[2]
MIQPEK,CC(C)NC(C)C,[]
MIRTOX,c1cnc(Nc2ncccn2)nc1,[]
MIRVAK,C1CN2CCN1CC2,[]
MISQIQ,NCCNCCN,[1]
MIVCOL,NCCCN,[1]
MIVDOL,CNC,[1]
MIYHIM,NCCNCCN,[2]
MIZREU,NCCNCCN,"[14, 12]"
MOCROL,NCCCCN,[]
MOCRUU,NCCc1ccccc1,[]
MOFPEE,CN1CCNCC1,[1]
MOHFOF,Cc1ccccn1,[]
MOHFUL,Cc1ccccn1,[]
MOJZEQ,NCCN,[1]
MOJZUG,C1CNCCNCCCNCCNC1,[1]
MOLQAG,NCCN,[]
MOMSIS,CNC,[2]
MOPBEY,NCCN(CCN)CCN,[]
MOQNUB,NCCN,[1]
MORZID,CCNCC,[1]
MOTMIS,NCCCCCCN,[]
MOTMOY,NCCCCCCN,[]
MOWMIV,Nc1ccc(N)cc1,[1]
MOWMOB,Nc1ccc(N)cc1,[1]
