smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54
CCc1cccc(C)c1N,-0.06833659,-0.016188908,0.04789874,-0.10147755,0.042488962,0.09634872,-0.104318626,-0.016873483,0.03668327,0.05024895,0.01740636,0.088845775,0.14509903,-0.057360504,0.06977511,0.108023815,-0.103618026,0.020262659,0.10279678,0.025675567,0.11045085,0.0538166,-0.029709091,-0.06291592,-0.013286816,-0.08902305,0.005404991,0.037760295,-0.033883065,-0.12408064,0.0006746808,-0.07331541,-0.0377015,0.07842078,0.03703844,-0.096714415,-0.068662785,0.09262954,0.017440923,-0.01289903,0.07778032,0.08524409,0.100835934,0.034743387,-0.035259258,-0.016503701,0.08600421,0.08355039,0.010760803,0.045489796,0.050621994,-0.07288336,-0.04238393,0.0047995253,-0.033203475
CCN1CCCC1CN,-0.068335846,-0.016189937,0.047900096,-0.10147645,0.042488664,0.09634841,-0.10431832,-0.016873747,0.036684066,0.05024795,0.017405808,0.08884661,0.14509892,-0.05736087,0.06977539,0.1080221,-0.1036182,0.020261958,0.10279631,0.025675794,0.11045158,0.053815186,-0.029708873,-0.06291719,-0.01328663,-0.08902304,0.005405317,0.0377604,-0.033883184,-0.12407999,0.00067490246,-0.07331578,-0.03769972,0.07842302,0.037038885,-0.096714176,-0.068659924,0.09262957,0.017438447,-0.0128986575,0.0777801,0.085243225,0.10083682,0.03474251,-0.035260152,-0.01650301,0.0860045,0.08355048,0.010760451,0.045488548,0.05062061,-0.07288274,-0.04238391,0.004798794,-0.033202928
c1ccc(N2CCNCC2)cc1,-0.06833642,-0.016189277,0.047899928,-0.10147699,0.042489804,0.09634919,-0.1043176,-0.016873423,0.03668452,0.05024753,0.017404724,0.0888454,0.14509824,-0.05735962,0.06977524,0.10802223,-0.1036186,0.020261195,0.102796435,0.025675816,0.11045252,0.05381652,-0.0297083,-0.062917866,-0.0132866055,-0.08902292,0.0054047564,0.037760913,-0.033882905,-0.124080546,0.0006744517,-0.07331613,-0.037700012,0.07842314,0.037039295,-0.09671398,-0.06866038,0.09262976,0.017438112,-0.01289857,0.07777907,0.085243806,0.1008366,0.03474192,-0.035260607,-0.01650244,0.08600445,0.08355068,0.0107603725,0.045487218,0.05062018,-0.07288212,-0.042383946,0.004797616,-0.03320245
CN(C)CCCCN(C)C,-0.06833568,-0.01619048,0.047900192,-0.101476006,0.04248844,0.09634858,-0.10431765,-0.01687435,0.03668515,0.050249167,0.01740545,0.0888475,0.1451007,-0.05736222,0.06977616,0.108020835,-0.103617325,0.020263005,0.102796316,0.025675057,0.11045199,0.05381342,-0.0297076,-0.06291722,-0.013287332,-0.0890231,0.0054059895,0.037761807,-0.033882547,-0.12407933,0.0006744629,-0.07331459,-0.037698906,0.07842545,0.03703928,-0.09671439,-0.068658344,0.09262833,0.017437529,-0.012897044,0.077779576,0.08524196,0.10083613,0.03474316,-0.03526115,-0.016503032,0.08600469,0.0835498,0.010760935,0.045488328,0.050620988,-0.07288351,-0.042384803,0.004798088,-0.033202983
N=C(N)Nc1nc2ccccc2[nH]1,-0.06833656,-0.016188301,0.047899306,-0.101477005,0.04248988,0.09634976,-0.104318336,-0.01687357,0.036683455,0.050247166,0.017405022,0.088845216,0.14509816,-0.057359762,0.069774464,0.10802323,-0.1036183,0.02026239,0.10279683,0.02567531,0.110452056,0.05381789,-0.029708466,-0.062916905,-0.01328768,-0.089022696,0.005404423,0.037761003,-0.03388266,-0.12408127,0.00067456346,-0.07331648,-0.037701268,0.07842136,0.03703864,-0.0967151,-0.0686623,0.092629366,0.01743957,-0.012898702,0.07777949,0.085244544,0.1008359,0.034743216,-0.035260502,-0.016502261,0.086003914,0.08355059,0.010760598,0.04548826,0.050621457,-0.07288228,-0.04238475,0.0047980435,-0.033203285
NCCNCCCNCCN,-0.06833562,-0.016190037,0.04790061,-0.10147609,0.042488754,0.096347794,-0.10431796,-0.016874151,0.036684263,0.050248347,0.017405786,0.08884776,0.14509875,-0.057361417,0.06977612,0.108021446,-0.10361835,0.020262182,0.102795795,0.02567579,0.110451296,0.053814523,-0.029708773,-0.06291692,-0.013286542,-0.08902331,0.005405792,0.037760973,-0.033882722,-0.12407938,0.00067527685,-0.07331565,-0.037699457,0.07842426,0.037038833,-0.09671418,-0.068659626,0.09262909,0.017437961,-0.012898661,0.077780604,0.0852434,0.100836165,0.034742,-0.035260495,-0.016503261,0.08600447,0.08355051,0.010760644,0.04548867,0.05062071,-0.072882906,-0.042383894,0.0047983313,-0.03320334
c1ccc(CN(Cc2ccccn2)c2nc(N(Cc3ccccn3)Cc3ccccn3)nc(N(Cc3ccccn3)Cc3ccccn3)n2)nc1,-0.0683379,-0.016189039,0.047899313,-0.10147778,0.042487144,0.096349604,-0.10431918,-0.016876614,0.036685027,0.05024864,0.017403116,0.08884445,0.14510268,-0.057360373,0.06977581,0.108021654,-0.10361581,0.020265415,0.10279446,0.025675105,0.11045198,0.053816393,-0.0297073,-0.06291754,-0.013285566,-0.0890235,0.0054082433,0.037760615,-0.0338811,-0.124079615,0.0006727101,-0.073318616,-0.037698958,0.07842192,0.03703641,-0.09671358,-0.068661496,0.09262997,0.0174358,-0.012897609,0.077776104,0.08523997,0.10083718,0.03474526,-0.035260182,-0.016502548,0.08600141,0.08355135,0.010762153,0.045487195,0.050621744,-0.07288407,-0.042385995,0.004796475,-0.03320093
c1cc(-c2cc(-c3ccncc3)c(-c3ccncc3)cc2-c2ccncc2)ccn1,-0.068336636,-0.016189463,0.04789999,-0.101476915,0.042489566,0.09634936,-0.104317784,-0.016874827,0.036684968,0.05024664,0.01740355,0.08884473,0.14509813,-0.057359077,0.069774374,0.108021565,-0.10361779,0.02026182,0.10279572,0.025676372,0.11045164,0.053817578,-0.029708512,-0.062918276,-0.013285903,-0.08902365,0.005405669,0.037759975,-0.03388244,-0.12408061,0.00067429524,-0.0733173,-0.037699513,0.078421935,0.037037514,-0.09671319,-0.06866117,0.09263067,0.017437208,-0.012899466,0.07777847,0.08524229,0.10083742,0.034742847,-0.035259824,-0.01650255,0.0860036,0.08355056,0.01076038,0.04548702,0.050620027,-0.072881855,-0.04238455,0.004797049,-0.033201892
CC(CCN(C)C)N(C)C,-0.068335935,-0.01619067,0.047899295,-0.10147622,0.04248801,0.09634844,-0.10431804,-0.01687445,0.036684882,0.050249305,0.017405445,0.08884679,0.14510083,-0.057361975,0.06977556,0.10802109,-0.10361664,0.020263381,0.10279682,0.025674546,0.110451624,0.053814113,-0.029707761,-0.062917516,-0.013287568,-0.08902298,0.0054059075,0.03776128,-0.033882827,-0.12407941,0.0006744927,-0.07331455,-0.03769942,0.07842441,0.03703896,-0.0967143,-0.06865937,0.09262863,0.017438315,-0.012896966,0.077779636,0.08524133,0.10083673,0.034744196,-0.03526027,-0.016503774,0.086004436,0.08354966,0.010760894,0.04548884,0.050622016,-0.072883815,-0.04238514,0.0047988584,-0.033203144
c1cn(CCCn2ccnc2)cn1,-0.068335816,-0.01619007,0.047899637,-0.10147631,0.042488895,0.09634887,-0.10431802,-0.016874138,0.036685035,0.050248284,0.017404307,0.088845745,0.14509766,-0.057359863,0.06977469,0.108021885,-0.103618614,0.020261712,0.10279659,0.025674788,0.1104521,0.053816605,-0.029708086,-0.06291882,-0.013286384,-0.089022785,0.0054052817,0.03776037,-0.033882763,-0.124080405,0.00067440886,-0.07331605,-0.0377006,0.07842423,0.03703893,-0.096714266,-0.06865979,0.09263043,0.017437551,-0.012899395,0.07777916,0.08524339,0.10083684,0.03474274,-0.035260085,-0.01650332,0.08600405,0.08355076,0.010760376,0.045486875,0.050621,-0.07288239,-0.04238473,0.004797373,-0.03320172
N=C(N)c1ccc(C(=N)N)cc1,-0.06833568,-0.016188294,0.0479002,-0.101476625,0.0424906,0.096349694,-0.10431789,-0.016873596,0.03668297,0.050246444,0.017405223,0.08884672,0.14509785,-0.05736029,0.069775276,0.10802299,-0.10361844,0.020262457,0.10279586,0.02567632,0.110452324,0.053816933,-0.02970896,-0.062916055,-0.013288297,-0.08902316,0.0054047247,0.03776121,-0.03388241,-0.124081336,0.00067482796,-0.073316,-0.037700016,0.078421704,0.03703914,-0.09671527,-0.06866193,0.0926283,0.017438898,-0.012898721,0.0777796,0.085245416,0.10083501,0.03474166,-0.035261218,-0.016501619,0.08600414,0.08355017,0.01076079,0.045488752,0.050620727,-0.0728811,-0.04238367,0.0047973003,-0.033203688
CCNCCCN,-0.06833582,-0.01619048,0.047899507,-0.101476155,0.042488843,0.09634802,-0.104317576,-0.016873725,0.0366847,0.05024862,0.01740522,0.088846505,0.14509852,-0.057360757,0.06977541,0.10802141,-0.10361817,0.020261806,0.102797054,0.025674948,0.110451564,0.053815514,-0.029708412,-0.062917836,-0.013287254,-0.08902311,0.005405293,0.037761256,-0.033882998,-0.12407972,0.00067513157,-0.073314875,-0.03770055,0.07842405,0.03703949,-0.09671418,-0.06866029,0.09262936,0.017439038,-0.012898158,0.07778045,0.08524355,0.100836635,0.034742698,-0.03525989,-0.016504051,0.08600492,0.083550096,0.01076032,0.045488544,0.05062166,-0.07288283,-0.04238428,0.004798974,-0.033203084
c1ccc(-c2nnn[nH]2)cc1,-0.06833692,-0.016188703,0.047898877,-0.101476744,0.042489886,0.09635025,-0.10431743,-0.016873246,0.03668497,0.050247803,0.017404186,0.08884549,0.14509854,-0.05735992,0.069774136,0.108021215,-0.103618115,0.020261921,0.10279665,0.025674833,0.110452645,0.053817797,-0.029707259,-0.06291825,-0.01328771,-0.08902289,0.005404881,0.037762165,-0.033881955,-0.12408106,0.0006742729,-0.073315725,-0.037701562,0.07842429,0.037038807,-0.09671509,-0.06866067,0.09262966,0.017438361,-0.012897853,0.07777837,0.08524358,0.10083619,0.034743525,-0.035261195,-0.01650266,0.08600447,0.08355032,0.01076033,0.045486797,0.05062098,-0.07288236,-0.042385772,0.004797209,-0.033202723
CC1=CC(=C(c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)C=CC1=N,-0.068335555,-0.016189493,0.047901735,-0.1014768,0.042491116,0.096348315,-0.10431813,-0.016874213,0.036683165,0.050246544,0.017405167,0.08884758,0.14509785,-0.05736016,0.069775775,0.10802377,-0.10361915,0.020261578,0.10279519,0.025677716,0.11045192,0.053815573,-0.02970929,-0.06291546,-0.013287103,-0.089023754,0.005405358,0.037759818,-0.03388264,-0.12407987,0.000674895,-0.07331616,-0.03769871,0.078420684,0.03703894,-0.096713826,-0.06866192,0.09262864,0.01743857,-0.012899879,0.07777984,0.08524575,0.10083592,0.034740638,-0.03526072,-0.01650174,0.08600419,0.08354989,0.010760164,0.045489214,0.05061923,-0.07288119,-0.042382106,0.0047974074,-0.03320307
CN1CCCN(C)CCN(C)CCCN(C)CC1,-0.068335265,-0.016190272,0.047901787,-0.10147533,0.042489253,0.09634894,-0.10431776,-0.01687494,0.03668535,0.050246764,0.017404098,0.088847294,0.14510015,-0.05736138,0.06977552,0.10802016,-0.10361774,0.020262916,0.10279536,0.02567626,0.11045194,0.053813845,-0.02970769,-0.062917024,-0.013287164,-0.08902325,0.005405993,0.03776121,-0.03388261,-0.12407928,0.00067400467,-0.07331546,-0.03769833,0.07842438,0.037038825,-0.09671466,-0.06865829,0.09262792,0.017436054,-0.012897711,0.077778816,0.085243106,0.10083631,0.034742177,-0.035262194,-0.016501438,0.08600403,0.08355002,0.010760484,0.0454879,0.050619416,-0.072881736,-0.04238456,0.0047969315,-0.03320198
Cc1c(C)c(N)c(C)c(C)c1N,-0.06833651,-0.016188603,0.047899246,-0.10147817,0.04248809,0.09634818,-0.10431974,-0.016874047,0.036682785,0.05024931,0.017407073,0.08884618,0.14510022,-0.057361156,0.06977594,0.10802512,-0.10361766,0.020263236,0.10279599,0.02567639,0.11045067,0.053815357,-0.029709423,-0.062915064,-0.013286062,-0.089023575,0.0054056076,0.037759572,-0.033883415,-0.124080405,0.0006746026,-0.073315844,-0.037700403,0.0784199,0.03703778,-0.096713796,-0.06866227,0.09263011,0.017440446,-0.012899458,0.077779785,0.08524325,0.10083622,0.03474284,-0.03525908,-0.016503215,0.08600363,0.08355063,0.010761589,0.04549065,0.05062134,-0.07288405,-0.04238303,0.0047999043,-0.033203445
Nc1nc2ccccc2[nH]1,-0.06833665,-0.01618855,0.047898848,-0.10147738,0.042490236,0.09634959,-0.10431799,-0.016873151,0.036683604,0.05024819,0.017405234,0.08884549,0.14509802,-0.057359897,0.06977461,0.10802343,-0.10361824,0.020262316,0.10279719,0.025675302,0.1104518,0.053817526,-0.029708091,-0.062916726,-0.013287526,-0.08902277,0.0054044323,0.03776131,-0.033882715,-0.124081545,0.0006745169,-0.073315606,-0.03770162,0.078421935,0.037038945,-0.096715026,-0.068662345,0.09262925,0.017440055,-0.012898698,0.07777946,0.085244566,0.10083551,0.0347431,-0.03526034,-0.016502868,0.0860042,0.08355028,0.010760628,0.045488417,0.050621606,-0.07288261,-0.042384557,0.0047980016,-0.033203512
Cc1ccc2nc[nH]c2c1,-0.068336576,-0.016189307,0.047898762,-0.10147699,0.042489856,0.09634941,-0.10431783,-0.016873335,0.036683984,0.050248194,0.017405001,0.088845864,0.14509858,-0.057360005,0.06977483,0.10802246,-0.103618264,0.02026197,0.102796584,0.025675474,0.11045201,0.053816985,-0.029708441,-0.06291765,-0.013287399,-0.0890231,0.0054052034,0.037761256,-0.03388232,-0.12408089,0.0006745355,-0.07331529,-0.037701022,0.07842284,0.03703913,-0.09671421,-0.06866157,0.092629656,0.017439332,-0.012898315,0.07777919,0.085244104,0.10083629,0.03474317,-0.03525992,-0.0165033,0.08600459,0.08354982,0.010760361,0.04548796,0.050621215,-0.072882265,-0.042384237,0.0047980994,-0.03320274
CCC1=C(CC)c2nc1c1[nH]c(c(CC)c1CC)c1[nH]c(c(CC)c1CC)c1[nH]c(c3nc(c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,-0.06833752,-0.016188502,0.04790376,-0.10147695,0.04249326,0.09634811,-0.10431514,-0.016876217,0.03668517,0.050247114,0.01740307,0.08884921,0.14509857,-0.057359807,0.069778085,0.10801915,-0.103620715,0.020261481,0.10279021,0.025682962,0.11045024,0.05381471,-0.02971163,-0.062913686,-0.013283504,-0.08902699,0.0054088673,0.037760757,-0.033880882,-0.12407917,0.0006748056,-0.073316485,-0.037699327,0.078421205,0.037036173,-0.09671229,-0.06866437,0.09262622,0.017435823,-0.012901142,0.07777868,0.08524954,0.1008334,0.034737915,-0.035262648,-0.016500821,0.086004496,0.08355083,0.0107610095,0.04548649,0.05061671,-0.07287729,-0.042380292,0.0047937026,-0.03319901
CCC1(CC)c2ccc([nH]2)CN(C)Cc2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)CN(C)Cc2ccc1[nH]2,-0.0683348,-0.01618889,0.047902927,-0.10147514,0.042490542,0.09634857,-0.104318276,-0.01687622,0.036683597,0.050245315,0.017404271,0.088848755,0.14509892,-0.05736099,0.069776386,0.1080218,-0.10361945,0.020263158,0.10279239,0.025679061,0.11045161,0.053814624,-0.029711254,-0.06291516,-0.013287079,-0.08902465,0.005406874,0.037759617,-0.033882126,-0.124079555,0.0006750757,-0.07331617,-0.03769824,0.07842103,0.0370375,-0.09671429,-0.06866174,0.09262693,0.017436365,-0.012899991,0.077779435,0.08524786,0.10083492,0.034740187,-0.03526215,-0.016500127,0.08600333,0.083549984,0.010761658,0.045488033,0.050619025,-0.07287836,-0.042381674,0.0047959313,-0.03320054
C1CCC2=NCCCN2CC1,-0.0683346,-0.01619117,0.047900733,-0.10147558,0.04248906,0.096348666,-0.104317605,-0.01687317,0.036684945,0.0502461,0.017403772,0.088846,0.14509784,-0.057359442,0.06977479,0.10802136,-0.10361879,0.020261206,0.1027971,0.025674863,0.11045338,0.053815946,-0.029707605,-0.06291873,-0.0132879075,-0.08902298,0.0054052575,0.037761092,-0.03388265,-0.12408,0.0006745877,-0.07331635,-0.037699074,0.07842458,0.037040673,-0.096714795,-0.06865861,0.09262999,0.01743716,-0.012898456,0.07777901,0.085244015,0.10083739,0.034741282,-0.035260934,-0.016502976,0.08600457,0.08355054,0.010760067,0.045487322,0.050620247,-0.072881505,-0.042384095,0.0047979634,-0.033202223
c1nc[nH]n1,-0.068335116,-0.016190238,0.047899235,-0.10147582,0.042488888,0.096349485,-0.10431773,-0.016874589,0.036685485,0.050249908,0.017403558,0.08884698,0.14510044,-0.057360724,0.06977579,0.108022206,-0.10361779,0.020264182,0.10279635,0.025673402,0.11045317,0.053814728,-0.02970628,-0.06291835,-0.013287887,-0.08902255,0.0054060454,0.03776203,-0.03388116,-0.12407971,0.0006730268,-0.07331428,-0.0377003,0.07842672,0.037039965,-0.09671497,-0.06865943,0.092628434,0.017437194,-0.012897814,0.07777783,0.085243836,0.10083507,0.03474383,-0.035261605,-0.016503213,0.08600351,0.08354971,0.0107618105,0.045486655,0.05062252,-0.07288262,-0.04238528,0.0047958577,-0.033201154
c1cn(-c2ccc(-n3ccnc3)cc2)cn1,-0.06833647,-0.016189653,0.047899477,-0.10147655,0.042489603,0.09634933,-0.104317605,-0.016873922,0.036684833,0.050247908,0.017404357,0.08884579,0.14509776,-0.057359915,0.0697747,0.10802159,-0.10361843,0.020261396,0.10279634,0.025675463,0.11045231,0.05381701,-0.029708266,-0.06291869,-0.013286732,-0.08902311,0.0054053487,0.037760966,-0.033882443,-0.12408079,0.00067462865,-0.07331605,-0.03770036,0.07842383,0.03703877,-0.09671391,-0.068660274,0.09263026,0.017437726,-0.012898801,0.077779,0.085243285,0.10083693,0.034742855,-0.035260107,-0.016502947,0.086004406,0.08355028,0.0107601825,0.045486793,0.05062058,-0.072882146,-0.042384617,0.0047972808,-0.03320226
CCn1ccnc1N=Nc1ccc(C)cc1,-0.06833581,-0.016189475,0.047899954,-0.10147616,0.042490304,0.09634895,-0.10431791,-0.016873442,0.036684506,0.050247137,0.017404148,0.088846326,0.14509825,-0.05735994,0.06977467,0.10802268,-0.103618816,0.020261645,0.10279676,0.025675407,0.11045292,0.053816676,-0.029707838,-0.06291743,-0.01328861,-0.0890232,0.0054046744,0.037761554,-0.033882715,-0.124080315,0.0006746771,-0.07331484,-0.037700895,0.07842295,0.037039794,-0.096714914,-0.068661146,0.09262888,0.017438956,-0.012898143,0.07777902,0.08524598,0.10083639,0.034742035,-0.035261225,-0.01650235,0.086004436,0.08354966,0.010760481,0.045488022,0.050620943,-0.07288141,-0.042383865,0.004797917,-0.033202585
CN(C)N,-0.068333425,-0.016193487,0.047899846,-0.10147609,0.042488106,0.09634772,-0.10431828,-0.016874176,0.036685042,0.050249252,0.017403793,0.08884527,0.14510055,-0.05736,0.06977597,0.10802397,-0.10361758,0.02026404,0.10279888,0.025673019,0.1104527,0.05381352,-0.029706636,-0.06291748,-0.013288265,-0.08902252,0.00540631,0.03776054,-0.03388294,-0.124079175,0.0006730566,-0.073314644,-0.03769853,0.07842349,0.037042037,-0.09671462,-0.06865945,0.092628986,0.017439196,-0.0128978845,0.077778995,0.085243076,0.10083649,0.034742996,-0.035259355,-0.01650523,0.08600377,0.08354944,0.010760946,0.045489833,0.05062306,-0.07288374,-0.042383835,0.004799147,-0.033201657
C1=CNCN1,-0.068335444,-0.016190093,0.047899723,-0.1014765,0.042489216,0.09634851,-0.10431747,-0.016873505,0.03668487,0.050248723,0.017404523,0.08884628,0.14509767,-0.057359587,0.06977545,0.108022355,-0.10361876,0.020261701,0.1027967,0.025674948,0.110452205,0.053815924,-0.02970779,-0.06291813,-0.0132862795,-0.08902298,0.0054050246,0.037760764,-0.033882592,-0.124080196,0.0006743157,-0.07331558,-0.03770049,0.07842478,0.037039585,-0.09671413,-0.0686601,0.09263001,0.01743801,-0.012899598,0.07777949,0.085244045,0.10083606,0.03474184,-0.035260405,-0.016503612,0.0860043,0.08355085,0.01076076,0.04548722,0.05062121,-0.072882324,-0.04238403,0.0047972333,-0.033202175
c1ccc2c(c1)nnn2-c1ccc(-n2nnc3ccccc32)cc1,-0.0683369,-0.016189273,0.04789986,-0.1014763,0.04249125,0.096349016,-0.1043172,-0.016873328,0.036684126,0.050246637,0.017404193,0.08884695,0.14509763,-0.057360142,0.06977512,0.108020924,-0.10361904,0.020259466,0.102795646,0.025676334,0.110454924,0.05381713,-0.029709091,-0.06292035,-0.013289347,-0.089023605,0.0054052705,0.03776194,-0.033881903,-0.1240804,0.0006758766,-0.0733152,-0.037699457,0.078424565,0.037040234,-0.096713126,-0.06866008,0.09262959,0.017437244,-0.012897113,0.07777842,0.08524507,0.100838155,0.03474181,-0.035260793,-0.016502017,0.086005844,0.08354892,0.010759449,0.045485817,0.050619755,-0.07288025,-0.04238323,0.004797099,-0.03320245
c1ncn(-c2ccc(-c3ccc(-n4cncn4)cc3)cc2)n1,-0.06833607,-0.016189396,0.047900084,-0.101475924,0.042489707,0.096349284,-0.1043179,-0.016874429,0.036684483,0.05024711,0.017403936,0.08884668,0.14509843,-0.057360146,0.0697752,0.1080214,-0.10361828,0.02026181,0.10279543,0.025675865,0.1104528,0.053816278,-0.029708367,-0.06291887,-0.013287205,-0.08902323,0.0054056523,0.037761085,-0.033882,-0.124080315,0.00067435857,-0.07331583,-0.037699603,0.07842432,0.037038967,-0.096713774,-0.06865996,0.09262965,0.017436646,-0.012898542,0.07777844,0.08524395,0.10083689,0.034742422,-0.035260934,-0.016502049,0.08600409,0.08355002,0.010760495,0.045486588,0.05062023,-0.0728811,-0.042384114,0.0047965087,-0.03320186
c1cncc(CNc2cccnc2)c1,-0.06833671,-0.016189374,0.047899306,-0.10147691,0.042489663,0.0963496,-0.104317516,-0.016873628,0.036684968,0.05024749,0.01740425,0.08884495,0.14509805,-0.057359397,0.06977449,0.10802148,-0.1036186,0.020261116,0.10279631,0.025675392,0.11045243,0.053817585,-0.029708333,-0.06291876,-0.0132866725,-0.08902295,0.0054050935,0.037760943,-0.033882465,-0.12408067,0.00067450013,-0.073316224,-0.037700713,0.07842345,0.03703885,-0.09671401,-0.068660505,0.092630394,0.01743804,-0.012898508,0.07777868,0.085243404,0.10083698,0.034742765,-0.035260152,-0.016502926,0.08600447,0.08355048,0.010760101,0.04548661,0.05062033,-0.07288208,-0.042384677,0.004797552,-0.033201948
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,-0.068335935,-0.016188819,0.047899943,-0.1014774,0.04248964,0.09634877,-0.10431877,-0.016873877,0.03668318,0.05024773,0.01740553,0.08884595,0.14509898,-0.057360098,0.06977543,0.1080244,-0.103618234,0.020262882,0.10279627,0.025676353,0.110451184,0.05381622,-0.029708747,-0.06291534,-0.013286931,-0.08902335,0.005405058,0.037760228,-0.033883028,-0.12408063,0.000674217,-0.07331576,-0.0377005,0.078420274,0.03703867,-0.09671449,-0.068662524,0.092629224,0.01743997,-0.012899395,0.07777951,0.08524486,0.100835584,0.034742057,-0.035260085,-0.016502552,0.086003676,0.083550364,0.010760995,0.045489978,0.05062092,-0.07288252,-0.042383187,0.004798595,-0.03320317
CCCCCCCN,-0.068335794,-0.016190235,0.047900066,-0.10147537,0.042489164,0.09634851,-0.10431719,-0.01687403,0.036685124,0.05024741,0.01740519,0.08884704,0.14509834,-0.057361145,0.06977491,0.10801984,-0.10361827,0.02026166,0.10279622,0.025675708,0.11045094,0.053815544,-0.029708987,-0.062917694,-0.01328703,-0.08902334,0.0054053264,0.037761383,-0.03388287,-0.12407975,0.0006755525,-0.07331497,-0.03770021,0.07842451,0.037038542,-0.09671441,-0.06865965,0.092628896,0.017438259,-0.012898013,0.07778086,0.08524348,0.1008365,0.034742773,-0.035260584,-0.016503308,0.086005084,0.08354991,0.010760212,0.04548792,0.050620675,-0.07288202,-0.042384714,0.0047985855,-0.033203024
N#CN1CCNCC1,-0.06833549,-0.016191594,0.04789958,-0.10147673,0.04248879,0.096348025,-0.1043177,-0.01687346,0.036684986,0.05024904,0.017404264,0.08884561,0.14509845,-0.05735991,0.06977537,0.108022474,-0.10361778,0.0202622,0.10279815,0.025673715,0.1104524,0.05381546,-0.029706601,-0.06291802,-0.013287118,-0.08902232,0.0054052835,0.037761003,-0.033883076,-0.124079704,0.0006738873,-0.073315516,-0.037699953,0.07842415,0.03704064,-0.096714705,-0.06865991,0.09262956,0.017438505,-0.012898203,0.07777923,0.08524273,0.10083683,0.034742605,-0.03525996,-0.016504463,0.086004026,0.083550625,0.01076013,0.04548851,0.05062197,-0.07288377,-0.042384624,0.004798296,-0.03320299
NCCc1c[nH]cn1,-0.06833659,-0.01618912,0.047898922,-0.10147755,0.042488933,0.09634879,-0.10431812,-0.016873375,0.036684044,0.0502493,0.017405696,0.08884592,0.14509852,-0.057360344,0.06977532,0.10802284,-0.103618406,0.020262104,0.10279669,0.025675433,0.110451475,0.053816527,-0.029708399,-0.06291711,-0.013286317,-0.08902334,0.005405453,0.037760995,-0.033882555,-0.124080844,0.0006747404,-0.07331598,-0.03770126,0.07842299,0.037038635,-0.09671416,-0.06866122,0.092630334,0.017439403,-0.012899205,0.07777962,0.08524346,0.100836016,0.034742843,-0.03525963,-0.016503768,0.086004496,0.08355075,0.0107607525,0.04548834,0.050621387,-0.07288342,-0.042384334,0.00479847,-0.033202946
Nc1nnc[nH]1,-0.06833509,-0.016189422,0.04789948,-0.10147663,0.042489685,0.096350044,-0.10431849,-0.016873688,0.036684327,0.050248787,0.0174037,0.088845715,0.14509971,-0.057359867,0.069775075,0.108024344,-0.10361828,0.020264067,0.1027973,0.025673727,0.110453375,0.053816017,-0.029706065,-0.06291685,-0.01328868,-0.0890221,0.005404928,0.037761606,-0.033882014,-0.12408078,0.0006724531,-0.073314615,-0.037701286,0.078423426,0.037040696,-0.09671614,-0.068660975,0.092628255,0.017438835,-0.0128982775,0.07777747,0.08524573,0.1008347,0.034743033,-0.035261717,-0.01650222,0.08600322,0.083550066,0.010761252,0.045488197,0.050622165,-0.07288231,-0.04238473,0.004796544,-0.03320156
CC(C)(C)CC(C)(C)N,-0.0683345,-0.016191676,0.04790069,-0.10147546,0.04248906,0.09634779,-0.10431835,-0.016875103,0.036683843,0.050247133,0.017405609,0.088848546,0.14509945,-0.057362273,0.06977579,0.108021215,-0.10361779,0.020263147,0.10279541,0.025676308,0.11045096,0.05381383,-0.029709924,-0.06291635,-0.013287872,-0.08902396,0.0054070214,0.03776034,-0.033882756,-0.1240793,0.00067580026,-0.07331523,-0.037697617,0.07842308,0.037038818,-0.09671432,-0.068659514,0.09262818,0.017437793,-0.012897935,0.077780604,0.08524316,0.10083634,0.034742367,-0.035260018,-0.01650354,0.086004525,0.08354888,0.010760637,0.04548962,0.050620645,-0.072881915,-0.04238335,0.0047988454,-0.033202983
