smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107
CN(C)CCN(C)CCN(C)C,-0.06795853,0.05033487,0.032440793,0.0029743956,0.014579523,0.053618338,-0.038567003,-0.02762305,0.054641202,-0.011170552,0.04358239,-0.0067763403,-0.057475585,-0.07694484,-0.030790402,-0.033507153,0.061076652,0.0005575316,-0.012084242,-0.063712634,0.08008954,0.0503795,-0.06078072,0.008334126,0.0061259875,-0.051693864,-0.029023062,-0.067593984,0.031749405,0.05496534,-0.034397453,-0.05699771,-0.02783102,0.074352816,-0.0728645,-0.039214887,0.008350377,-0.099611625,0.07887845,0.101780795,0.0614724,-0.061057687,0.018022798,-0.07060942,0.051187538,0.044613704,-0.020835826,0.061418876,0.03336315,0.01351341,-0.010907207,0.083225176,-0.036839522,-0.028905012,0.04130763,-0.0069239037,0.10331932,-0.02568159,0.0011259392,0.06433635,-0.032154027,0.009306458,0.025195094,0.025702331,0.016638704,0.08464205,-0.043929026,-0.044270854,-0.00167563,-0.07319072,-0.018161792,-0.021887159,0.028954694,0.056982704,0.04128341,0.07112056,-0.09865432,-0.030986652,-0.10319269,-0.03943276,-0.07346784,-0.08527379,-0.04838901,0.04193129,-0.06427368,0.048635833,-0.015079021,0.04178031,-0.035882458,0.011893505,0.08911187,-0.075684406,-0.01060556,-0.013002701,0.010468379,-0.028486127,0.09729614,-0.007513592,-0.009760508,-0.033612583,0.08381197,0.011153519,0.012770579,0.039401345,0.01446532,0.051922463,0.048442002,0.05098457
c1cn(Cc2ccc(-c3ccc(Cn4ccnc4)cc3)cc2)cn1,-0.067651786,0.051099595,0.032399766,0.0027714754,0.014419327,0.053531237,-0.03886242,-0.02802908,0.05483214,-0.010824872,0.043869164,-0.007022932,-0.056981448,-0.076708324,-0.031420536,-0.03351117,0.060507897,0.00021120533,-0.01246579,-0.063542314,0.07976554,0.050889783,-0.060855724,0.008582561,0.006627132,-0.051883,-0.02894482,-0.06735968,0.0317711,0.054321706,-0.034627546,-0.05656569,-0.027210016,0.07456456,-0.07372038,-0.03935019,0.008058037,-0.0997686,0.07854923,0.10166458,0.06086304,-0.06142325,0.017685734,-0.0705555,0.05122072,0.045033425,-0.020636315,0.061545398,0.033198662,0.013533472,-0.011147605,0.08345101,-0.03669761,-0.029286243,0.041419864,-0.007041202,0.10341452,-0.025322424,0.0008371398,0.06442389,-0.032190923,0.009412663,0.025265733,0.025089141,0.017088363,0.084676646,-0.043370273,-0.044591587,-0.0014574518,-0.07339611,-0.018745208,-0.021797895,0.029097335,0.056738053,0.04175632,0.07146467,-0.098306306,-0.031166747,-0.10342234,-0.039292395,-0.07331316,-0.08498078,-0.04827049,0.041716382,-0.06438082,0.04837575,-0.015897684,0.041385174,-0.03605785,0.011848048,0.08959167,-0.07612054,-0.011346726,-0.013577793,0.010294329,-0.029095741,0.0969926,-0.007243528,-0.009573771,-0.033199992,0.08349023,0.01144482,0.012709239,0.039423756,0.014734926,0.051956173,0.048463598,0.050986066
c1cnc2ccc3ncccc3c2c1,-0.0676834,0.051019225,0.03238703,0.002797597,0.014442343,0.053520396,-0.03883016,-0.02798506,0.054802664,-0.010858542,0.043828156,-0.0069851726,-0.057053395,-0.07673201,-0.031350765,-0.03350406,0.060577027,0.00025135465,-0.012427349,-0.06356367,0.07981826,0.050829496,-0.060847364,0.008567847,0.006593977,-0.051876474,-0.028948488,-0.06740131,0.031780615,0.054364927,-0.034612123,-0.056611575,-0.027287535,0.074503385,-0.073639,-0.039324,0.008074822,-0.09972255,0.07860606,0.10166949,0.060938433,-0.061384756,0.017709898,-0.07056743,0.051209684,0.04499092,-0.020651922,0.061539564,0.033227812,0.013528704,-0.011140633,0.08341413,-0.036710523,-0.029253615,0.041408878,-0.007034203,0.10340149,-0.025370207,0.0008660853,0.0643985,-0.03218662,0.00940009,0.025274852,0.02515785,0.017026734,0.08466369,-0.043431915,-0.04455194,-0.0014755703,-0.073374994,-0.018684613,-0.021819891,0.029078797,0.05675054,0.041702926,0.07143775,-0.09834664,-0.031159079,-0.10340765,-0.03931319,-0.073341295,-0.085016266,-0.048279025,0.041748263,-0.06436149,0.048404243,-0.015795335,0.041430347,-0.03601841,0.011848769,0.089533664,-0.076084524,-0.011264888,-0.013502799,0.010311063,-0.029018188,0.09701854,-0.007254644,-0.009577187,-0.033232823,0.08350003,0.011406552,0.012725675,0.039431963,0.014720856,0.051954105,0.0484525,0.05100196
N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,-0.06768417,0.051024515,0.03240411,0.0028050793,0.014438665,0.053542934,-0.038837958,-0.02798264,0.054815162,-0.010854867,0.04383054,-0.006988369,-0.057041448,-0.076735556,-0.031337395,-0.033486594,0.060585808,0.00025126664,-0.012416262,-0.06355206,0.07980484,0.05082812,-0.06085429,0.008554596,0.006587062,-0.051857196,-0.028932435,-0.067380324,0.03177402,0.054390866,-0.03462117,-0.056615558,-0.027286151,0.07452296,-0.07362811,-0.039318565,0.00806757,-0.099745974,0.078604996,0.101662286,0.060945593,-0.061376236,0.017716015,-0.07058083,0.051207475,0.044976827,-0.020652914,0.0615415,0.033213608,0.013526088,-0.011127815,0.08343594,-0.0367061,-0.029231451,0.04140868,-0.0070287986,0.10339081,-0.025354637,0.0008605495,0.06442864,-0.032188073,0.009399822,0.025267024,0.025158577,0.017013902,0.084673434,-0.043450847,-0.044557776,-0.0014873957,-0.073356226,-0.01868481,-0.021830283,0.029072452,0.05675823,0.041672636,0.07142616,-0.09834447,-0.031156354,-0.10340769,-0.039319254,-0.07333943,-0.085011005,-0.048271153,0.041762337,-0.06436847,0.04840541,-0.015790574,0.04143587,-0.036010366,0.011851322,0.089553125,-0.07607621,-0.011250226,-0.013499416,0.010319449,-0.02901294,0.097040586,-0.007269609,-0.009594491,-0.033237994,0.08352517,0.011409912,0.012727085,0.03941958,0.014719744,0.051955402,0.04846671,0.050987706
NCCCCCCCCCCN,-0.06797095,0.050287336,0.03245148,0.00298581,0.014579102,0.05362887,-0.038547695,-0.027607258,0.054637976,-0.011191165,0.043577813,-0.006766442,-0.05748844,-0.076955274,-0.030752093,-0.033495817,0.061105717,0.00057133054,-0.012067478,-0.06371869,0.08011143,0.050358508,-0.060774036,0.008314972,0.006095208,-0.051674604,-0.029014817,-0.06760246,0.031747684,0.05500942,-0.03439118,-0.057013907,-0.027869359,0.07435394,-0.07281238,-0.039217826,0.008363214,-0.09961377,0.07889143,0.10178562,0.061501794,-0.06104364,0.018029563,-0.07062442,0.051173635,0.04458054,-0.020839836,0.061408196,0.033357654,0.013497628,-0.010878375,0.08321363,-0.036839843,-0.028876022,0.041293077,-0.0069098454,0.103312366,-0.025705436,0.0011364073,0.06433737,-0.032147504,0.009304396,0.025191639,0.02571448,0.016604096,0.08464697,-0.043962594,-0.04426253,-0.0017040824,-0.0731838,-0.018119553,-0.0219039,0.028944964,0.057006337,0.041240312,0.071112365,-0.09867492,-0.030972358,-0.10317804,-0.039440885,-0.07347182,-0.08528228,-0.04839047,0.04195437,-0.06426409,0.04864336,-0.015021678,0.041794457,-0.03586348,0.011911222,0.08909508,-0.07565747,-0.010562234,-0.012968622,0.010473799,-0.02845831,0.09732081,-0.0075302063,-0.009784857,-0.033641703,0.083845675,0.01114358,0.012776482,0.039387748,0.014457636,0.051911872,0.048443533,0.05099062
NCCCCCCCCCCCN,-0.06796613,0.050304785,0.032449126,0.0029821517,0.014574381,0.053631067,-0.038554482,-0.02761601,0.054644063,-0.011184057,0.043582406,-0.0067725405,-0.057478126,-0.07695001,-0.030765453,-0.03349488,0.061094902,0.00056056725,-0.012073692,-0.06371536,0.080104634,0.050369844,-0.060773246,0.008321036,0.0061098933,-0.051677726,-0.029011121,-0.067597,0.03174963,0.054994237,-0.03439639,-0.05700494,-0.027855389,0.07435647,-0.072831154,-0.03922092,0.0083566345,-0.09962006,0.07888584,0.10178058,0.06148798,-0.06104924,0.018020809,-0.07062331,0.051171042,0.04459102,-0.020833937,0.061413795,0.033355363,0.013499085,-0.010883622,0.08322283,-0.036836527,-0.028883517,0.041294776,-0.00691526,0.10331508,-0.02569429,0.001131162,0.064337105,-0.032149002,0.009305833,0.025195092,0.025701426,0.016615173,0.08464899,-0.043948457,-0.04426864,-0.0016961577,-0.073186286,-0.018134171,-0.021903574,0.028949263,0.05700027,0.0412528,0.07111837,-0.09866617,-0.030975683,-0.103183016,-0.039439343,-0.073466696,-0.08527443,-0.04838597,0.041948717,-0.0642663,0.048638202,-0.0150401145,0.041787736,-0.035863757,0.011909478,0.08910633,-0.075668074,-0.010579802,-0.012982231,0.010471266,-0.028469423,0.09731483,-0.007523122,-0.009779902,-0.03362988,0.08383498,0.011147071,0.012775681,0.039387394,0.014464347,0.05191425,0.048444144,0.05098831
NCCCCCCNCCCCCCN,-0.067949444,0.050352216,0.032442357,0.0029687313,0.014562022,0.053632304,-0.03857714,-0.02763706,0.054653738,-0.011160815,0.043597504,-0.006786149,-0.05745129,-0.07693358,-0.030807188,-0.033489797,0.061065428,0.0005360092,-0.012094628,-0.06370255,0.080091015,0.05039775,-0.060774677,0.008336271,0.0061526652,-0.051689446,-0.02900318,-0.06758676,0.031753767,0.054949574,-0.034409992,-0.05698077,-0.027816493,0.07435919,-0.07288917,-0.039230324,0.008336448,-0.09963738,0.07887313,0.101768866,0.06145391,-0.06106428,0.01799979,-0.07062559,0.05116703,0.044619016,-0.020816162,0.061426945,0.03334856,0.013501504,-0.010902014,0.083245106,-0.036830023,-0.02890457,0.04130132,-0.006927129,0.10332136,-0.025671111,0.0011128783,0.064337276,-0.03215447,0.009312093,0.02520347,0.025663808,0.016644893,0.08464734,-0.043913558,-0.044283964,-0.001676729,-0.073198654,-0.018172517,-0.021898918,0.028957702,0.05698197,0.041282713,0.07113965,-0.09864218,-0.030988973,-0.10320148,-0.039438654,-0.073459186,-0.0852556,-0.04837538,0.04193476,-0.06427241,0.04862292,-0.0150922425,0.041767016,-0.035867244,0.011901725,0.08913673,-0.07569528,-0.010630403,-0.013017483,0.010464281,-0.02849785,0.09729517,-0.0075047077,-0.009761909,-0.033592716,0.08380588,0.011158692,0.012775869,0.03938855,0.014485347,0.051915877,0.048448738,0.050982814
NCCCNCCCNCCCN,-0.06796015,0.05031374,0.032442663,0.0029715644,0.014574122,0.05362893,-0.038561806,-0.027618216,0.054638147,-0.011172857,0.043586656,-0.006773792,-0.0574756,-0.076945715,-0.030775853,-0.033494934,0.061088454,0.0005610762,-0.0120773055,-0.063708216,0.08010647,0.05037188,-0.060775742,0.008321451,0.006119199,-0.05168272,-0.029008515,-0.067600064,0.031751856,0.054983757,-0.034395978,-0.057001665,-0.027844701,0.07435209,-0.072845116,-0.039225865,0.00835533,-0.0996216,0.07888668,0.10177603,0.061484374,-0.06104804,0.018022608,-0.07062696,0.05117082,0.044599693,-0.020829782,0.06141731,0.03335523,0.013501106,-0.010891048,0.083223626,-0.03683918,-0.028890885,0.041296232,-0.006918289,0.10331495,-0.025691357,0.0011245571,0.064339414,-0.032148782,0.009310135,0.025197582,0.02569716,0.016621094,0.08464158,-0.04394463,-0.044268355,-0.001687841,-0.0731935,-0.01813896,-0.021899002,0.028947279,0.05699363,0.041256685,0.07112269,-0.09866136,-0.030982638,-0.103189185,-0.039441086,-0.073470205,-0.08528011,-0.048386507,0.041946135,-0.06426963,0.04863547,-0.015052222,0.04178591,-0.035864193,0.011904153,0.089111336,-0.07567129,-0.0105911605,-0.012989942,0.010468762,-0.028473066,0.097308084,-0.007523011,-0.009773338,-0.033618946,0.08382262,0.011147713,0.012778954,0.039389394,0.014469486,0.05190991,0.048450075,0.050985422
NCC1CCCC(CN)C1,-0.06796763,0.05030728,0.03245721,0.0029832395,0.014582772,0.05363103,-0.038553532,-0.027612127,0.05464223,-0.011180794,0.043577287,-0.006768342,-0.0574831,-0.076958105,-0.030763272,-0.033504754,0.061101697,0.0005660313,-0.012066234,-0.06372124,0.08010483,0.05037045,-0.060775153,0.008314885,0.006094969,-0.051676974,-0.029016463,-0.06759224,0.031747945,0.05500476,-0.03439346,-0.05701533,-0.027854439,0.07436157,-0.07281872,-0.03920994,0.008359722,-0.09960884,0.07888186,0.10178127,0.061490342,-0.061052166,0.018026557,-0.07061498,0.051184945,0.044583935,-0.020850752,0.061411772,0.03335336,0.01350274,-0.010881657,0.08322163,-0.036842678,-0.02888379,0.041291684,-0.0069129327,0.10330886,-0.02569646,0.0011351369,0.064345494,-0.032151222,0.009302815,0.025189161,0.025714166,0.016615976,0.08464501,-0.043955486,-0.044261165,-0.0016994304,-0.07317944,-0.018129876,-0.021899324,0.02894767,0.057003696,0.041248385,0.071109705,-0.0986661,-0.030969873,-0.10318515,-0.039437678,-0.073468864,-0.08528246,-0.048386283,0.04194894,-0.064266205,0.048643563,-0.015031751,0.041789234,-0.03587187,0.011905778,0.089104734,-0.075670876,-0.01056641,-0.0129822865,0.010472588,-0.028470483,0.09731701,-0.0075344206,-0.009777537,-0.033638813,0.083841614,0.011152517,0.012772466,0.03938819,0.01445596,0.05191166,0.048448265,0.050983172
CCC(C)N,-0.06802231,0.050208572,0.032467753,0.0029967213,0.014596466,0.053617824,-0.038504314,-0.027561536,0.054623295,-0.011236641,0.043550715,-0.0067321546,-0.05753842,-0.07699786,-0.030662052,-0.03348796,0.061159898,0.000630131,-0.012015559,-0.063726716,0.08013561,0.05031494,-0.060769666,0.0082998015,0.0060020518,-0.051636986,-0.029035639,-0.06761017,0.03171803,0.055100918,-0.03435348,-0.057053044,-0.027950283,0.074357525,-0.07270186,-0.039208643,0.008412702,-0.099593446,0.07891007,0.10180423,0.061579432,-0.061022304,0.018098827,-0.07061387,0.05118919,0.04453207,-0.020864323,0.06139064,0.03338207,0.013483445,-0.010840479,0.083163805,-0.03685593,-0.028827667,0.041282155,-0.0068816645,0.10330782,-0.025748838,0.0011769608,0.06435087,-0.032124233,0.009303551,0.025165243,0.02578926,0.016555075,0.0846598,-0.044047277,-0.044238914,-0.0017318097,-0.073154844,-0.018033467,-0.021922244,0.028923344,0.057047985,0.04116466,0.07107833,-0.09869848,-0.030958261,-0.10315767,-0.03943126,-0.07347898,-0.085328095,-0.04841026,0.04195242,-0.06426833,0.048668675,-0.0149385035,0.041822024,-0.03584865,0.011914684,0.08903328,-0.07559038,-0.010471506,-0.012900524,0.0105034895,-0.028407615,0.09735437,-0.0075679347,-0.009827876,-0.03371741,0.083929464,0.011123411,0.01277377,0.039401326,0.014409952,0.05190151,0.048456922,0.050991938
c1ccc(N2CCNCC2)nc1,-0.06782414,0.05073494,0.032414615,0.0028884942,0.014496256,0.0535745,-0.038737755,-0.02782878,0.054744024,-0.010999258,0.043707557,-0.0068761967,-0.057249818,-0.076834306,-0.031105697,-0.033477955,0.060829192,0.00036454387,-0.012263376,-0.06363692,0.079955325,0.050626315,-0.060803786,0.008474909,0.0064172233,-0.0517914,-0.02897504,-0.06747039,0.03177652,0.05462071,-0.03453175,-0.056799084,-0.027540572,0.074418545,-0.073300354,-0.039254926,0.008168634,-0.09967618,0.07873979,0.10170011,0.06119385,-0.061226737,0.01785079,-0.070598364,0.051203787,0.04481681,-0.020722715,0.0614966,0.033299766,0.013534971,-0.011047177,0.083370924,-0.03676078,-0.029079821,0.04136461,-0.006992692,0.10337307,-0.025487116,0.00097467005,0.06437129,-0.032185666,0.009351477,0.025254983,0.025391549,0.016852487,0.084652595,-0.043665554,-0.0444244,-0.0015411018,-0.07326689,-0.018478287,-0.02186588,0.02901452,0.056853298,0.041493304,0.071286574,-0.098467804,-0.03108976,-0.10332191,-0.039386414,-0.07339953,-0.08511925,-0.048306007,0.041840322,-0.06432703,0.04851622,-0.015479051,0.04160485,-0.03593846,0.011857969,0.08936956,-0.07591256,-0.010967307,-0.013266027,0.010403123,-0.02875466,0.09713203,-0.007361261,-0.009654203,-0.03338493,0.08362967,0.011288051,0.012760987,0.03941012,0.01460855,0.05195476,0.04844499,0.050988436
NCCCC(CN)CN,-0.06799817,0.050233323,0.032458853,0.00299663,0.014594972,0.053618036,-0.038526077,-0.027578823,0.054626916,-0.011220176,0.043566976,-0.006742593,-0.05752271,-0.07697074,-0.030707175,-0.033495255,0.06113358,0.00060889684,-0.012038659,-0.063724175,0.080133684,0.050327323,-0.060775742,0.008300914,0.006045445,-0.051650364,-0.02902591,-0.067619145,0.03174087,0.05505345,-0.034363005,-0.057047855,-0.0279178,0.07435448,-0.07275057,-0.039212644,0.008389218,-0.099596575,0.0789083,0.10179712,0.06154634,-0.0610246,0.018065393,-0.07062492,0.05118436,0.044554405,-0.02085347,0.06139161,0.033363722,0.013496254,-0.010858195,0.08318788,-0.036857225,-0.028855335,0.041286018,-0.006899177,0.10330914,-0.025734397,0.0011586547,0.06433921,-0.032139495,0.009302944,0.025179401,0.02575767,0.016578393,0.084638745,-0.044007264,-0.044241127,-0.0017238641,-0.07316881,-0.01806811,-0.021910304,0.028930984,0.057029862,0.04119713,0.071087435,-0.09869777,-0.03095945,-0.10316509,-0.03943876,-0.07348185,-0.08531494,-0.04840335,0.041962486,-0.06426008,0.048658025,-0.014971599,0.04181257,-0.03585681,0.011915003,0.08905555,-0.07561608,-0.010500487,-0.012933016,0.01048626,-0.028424235,0.09734052,-0.0075468114,-0.009802176,-0.03367914,0.08388619,0.011129424,0.012778022,0.039391384,0.014435733,0.05190341,0.048450936,0.05099366
CCC(N)CCN,-0.06801666,0.050215017,0.032463126,0.0029942011,0.014597407,0.053620644,-0.038514182,-0.027569259,0.05462414,-0.011230882,0.04355844,-0.0067339055,-0.057530567,-0.07698807,-0.030679602,-0.033492208,0.061150692,0.0006221547,-0.012021307,-0.063725874,0.08013971,0.05031861,-0.06077034,0.008301624,0.006018321,-0.051642574,-0.029032705,-0.06761553,0.03172948,0.05508478,-0.03435485,-0.057055905,-0.027941262,0.07435955,-0.07271916,-0.039213136,0.008405261,-0.099596135,0.078906775,0.1018008,0.061569262,-0.061020978,0.018087858,-0.07061754,0.05118635,0.044539995,-0.020857897,0.061389334,0.033372935,0.013489466,-0.010847606,0.08317245,-0.03685913,-0.028838389,0.041281324,-0.0068926373,0.10331266,-0.025744447,0.00117236,0.064344004,-0.03213044,0.009300811,0.025172537,0.0257762,0.01656693,0.08465025,-0.044029944,-0.0442373,-0.0017265538,-0.07315767,-0.01804542,-0.02191927,0.0289228,0.057043787,0.04117711,0.0710812,-0.09870133,-0.030954322,-0.103161596,-0.039434463,-0.073477566,-0.0853251,-0.04840789,0.041958213,-0.0642654,0.0486625,-0.014951479,0.041822538,-0.035852414,0.011915445,0.08904047,-0.07559816,-0.010481657,-0.0129104,0.010497954,-0.028411468,0.097348385,-0.0075619854,-0.00981673,-0.033702604,0.08391144,0.011126133,0.012774299,0.03939593,0.014420755,0.051901776,0.048455063,0.050992742
c1cc(-c2nnc(-c3nnc[nH]3)[nH]2)ccn1,-0.067663796,0.05107514,0.032391876,0.0027814498,0.014438266,0.053538546,-0.03884805,-0.028005194,0.05482004,-0.010827956,0.043855738,-0.007006239,-0.05700472,-0.07671293,-0.03139646,-0.033507474,0.060538594,0.00023237849,-0.012451626,-0.063542984,0.079785936,0.050868362,-0.06084732,0.008581927,0.006622538,-0.05187551,-0.028942721,-0.06739033,0.03177987,0.054334972,-0.034612752,-0.056585126,-0.027231596,0.074539766,-0.07369276,-0.039349936,0.008064566,-0.09975778,0.078566514,0.101662554,0.060884237,-0.06139451,0.017692218,-0.07057305,0.05120144,0.04503108,-0.02063794,0.061554115,0.03320628,0.013535183,-0.011146674,0.08343976,-0.036708295,-0.029276185,0.041416038,-0.007048145,0.103407934,-0.02532809,0.0008490607,0.06441392,-0.032179523,0.009400773,0.02526826,0.025119372,0.017071374,0.08466939,-0.043386064,-0.04456943,-0.0014562886,-0.07338479,-0.018718993,-0.021808647,0.029082645,0.056744393,0.041741263,0.071452454,-0.098323956,-0.031162143,-0.103433736,-0.039299507,-0.07331296,-0.0850044,-0.04828047,0.041719366,-0.06437281,0.048391305,-0.015866838,0.04140605,-0.03603414,0.011848447,0.089568675,-0.076116085,-0.011328774,-0.013561986,0.010294266,-0.029062573,0.097007215,-0.007245004,-0.009562613,-0.033207808,0.08347754,0.011428632,0.01271619,0.039427727,0.014740887,0.051956836,0.048459128,0.050985422
N#Cc1cccc(N)c1,-0.06782521,0.05073674,0.032420576,0.0028988784,0.01450091,0.05357461,-0.038733114,-0.027832875,0.054755703,-0.010993309,0.04371399,-0.0068737157,-0.057242084,-0.07683625,-0.031102711,-0.033469886,0.0608275,0.00035470352,-0.01225616,-0.0636289,0.07994885,0.05063749,-0.06080186,0.008465731,0.006412807,-0.051768586,-0.028954221,-0.06746268,0.031770773,0.0546159,-0.034531206,-0.056802765,-0.02753729,0.07442265,-0.07329954,-0.03925486,0.008167607,-0.0996797,0.078740366,0.101701364,0.061186206,-0.06122814,0.017856278,-0.07060337,0.05120718,0.04481459,-0.020729098,0.0615143,0.03328946,0.013532296,-0.011038668,0.08337844,-0.036756597,-0.029076135,0.0413528,-0.006984126,0.10336141,-0.025482552,0.0009675026,0.06439265,-0.032185674,0.009364139,0.02524885,0.025387436,0.016850082,0.08464385,-0.0436727,-0.044424787,-0.0015563169,-0.07325244,-0.018478256,-0.021869948,0.029008295,0.056852136,0.041469604,0.07128989,-0.09846316,-0.031085767,-0.10332018,-0.039391562,-0.07339142,-0.085115425,-0.048304573,0.04183505,-0.06432799,0.04851033,-0.015473053,0.041603442,-0.0359307,0.011859798,0.08936902,-0.075905,-0.010964552,-0.0132755935,0.010405295,-0.028752962,0.097145304,-0.007359557,-0.009662682,-0.03338883,0.08364603,0.011285372,0.012763347,0.039404307,0.014612891,0.051945586,0.048453636,0.05097822
NC12CC3CC(CC(C3)C1)C2,-0.067918904,0.05044387,0.032444037,0.0029588072,0.014557935,0.05361128,-0.03861658,-0.02768117,0.054667845,-0.011107528,0.04361688,-0.0068069138,-0.05740758,-0.076919325,-0.030886596,-0.033512052,0.06100592,0.0005058013,-0.012122404,-0.06369785,0.08005766,0.05045692,-0.06079253,0.008363526,0.0061941994,-0.05173685,-0.029010963,-0.06755392,0.031761203,0.054887272,-0.034452327,-0.056950297,-0.027744737,0.07436405,-0.072973415,-0.03921084,0.008302671,-0.099598765,0.078843206,0.10176389,0.06138788,-0.06111741,0.017958099,-0.070597164,0.051209137,0.0446537,-0.020829314,0.061425757,0.03333652,0.013511985,-0.010945352,0.08326507,-0.036821697,-0.028949745,0.04129657,-0.0069376864,0.10332659,-0.025630288,0.0010887384,0.06435182,-0.032166295,0.009323945,0.025216103,0.025618747,0.01668737,0.08463107,-0.04386177,-0.044318896,-0.0016562012,-0.073196076,-0.018247014,-0.021878269,0.02897669,0.056947637,0.041331813,0.07116252,-0.098606616,-0.031002168,-0.10321687,-0.039430793,-0.07345803,-0.0852339,-0.04836587,0.04193559,-0.06427463,0.04860156,-0.015165366,0.041735582,-0.035906434,0.0118844705,0.08918158,-0.07574328,-0.0106890965,-0.013077699,0.010459244,-0.028563434,0.09724386,-0.0074829217,-0.009728985,-0.03356254,0.08376776,0.011204068,0.012763136,0.03939396,0.014496747,0.051919427,0.048444513,0.050977945
Nc1cc(N)nc(N)n1,-0.067847125,0.05070933,0.032437447,0.0028979676,0.01450783,0.05356608,-0.038736477,-0.027824469,0.054751992,-0.011003301,0.04370501,-0.0068678744,-0.05727466,-0.07685864,-0.031089572,-0.03347832,0.060843516,0.00038950518,-0.0122273825,-0.063632734,0.07995388,0.050620977,-0.06080448,0.008452432,0.0063810972,-0.05175806,-0.028966557,-0.067461014,0.031747837,0.054659892,-0.03452175,-0.056827903,-0.027573178,0.0744174,-0.073252976,-0.039233267,0.008174984,-0.099659026,0.07873874,0.10170861,0.061220422,-0.061220415,0.017878395,-0.07060336,0.05122321,0.04478579,-0.020753797,0.061495624,0.03329973,0.013519097,-0.011024844,0.08336148,-0.036781386,-0.02906926,0.04133838,-0.0069697443,0.10336257,-0.025482617,0.0009749606,0.06440226,-0.032176152,0.009354396,0.025242746,0.025403094,0.016824003,0.084638655,-0.04370923,-0.04442283,-0.0015617413,-0.07324055,-0.018456938,-0.021869365,0.02899478,0.056859206,0.04143875,0.07125078,-0.09847721,-0.031080715,-0.10329909,-0.03939259,-0.07340799,-0.08514353,-0.048297077,0.041847244,-0.064330444,0.048522085,-0.015440628,0.041619867,-0.035933293,0.011858703,0.08934207,-0.07586874,-0.010920964,-0.013241939,0.010421716,-0.028729293,0.097142175,-0.0073856995,-0.009688048,-0.03342653,0.083673425,0.011275781,0.012767817,0.03940323,0.014585987,0.05193495,0.0484541,0.05097492
