identifier,comment,SDES_CompositionFormula,SDES_Dimension,SDES_FormalCharge,SDES_LatticeVolume
KUTBOS,,Fe8 P8 O32 F8,3.0,-8.0,889.0623864396202
KUYVAC,,Cu2 Mo12 As12 O60,0.0,-8.0,2043.1186453752805
LABFUQ,,U2 S4 O20,1.0,-4.0,818.7299675045668
LABGAX,,U4 H12 S6 O38,1.0,-4.0,1112.7734970602019
LABGEB,,U8 S12 O64,2.0,-8.0,1950.122143675776
LABGIF,,U2 H4 S4 O22,1.0,-4.0,604.3292182820134
LABGOL,,U4 S12 O56,0.0,-16.0,1876.272919056592
LADKIN,,In5 P8 H10 C4 O32,3.0,-3.0,1020.0710371042906
LAFKOV,,Tb8 Cr4 H48 S12 O80,0.0,-4.0,1917.5503441683068
LAFKUB,,Ho8 Cr4 H48 S12 O80,0.0,-4.0,1899.5973299665734
LAFLAI,,Er8 Cr4 H48 S12 O80,0.0,-4.0,1873.449216986195
LAFLEM,,Yb8 Cr4 H48 S12 O80,0.0,-4.0,1856.3739123772898
LAFLIQ,,Y8 Cr4 H48 S12 O80,0.0,-4.0,1883.3345251831422
LAGLEN,,Sn4 H8 C16 O40,0.0,-8.0,1840.1697338481138
LAHTUK,,K8 Mo32 Se8 O128,1.0,0.0,7347.906838747419
LAHVAS,,Mo10 Se4 O42,0.0,-8.0,1754.332076197439
LAHVEW,,Mo20 Se8 O84,0.0,-16.0,2918.0800192166844
LAJXOK,,La4 H16 N20 O68,0.0,-8.0,2045.6790977792994
LAKZUT,,Fe16 Mo56 O264,0.0,-16.0,8128.335907197441
LALBAC,,Mn16 Mo56 O264,0.0,-16.0,8235.968104588275
LAMMUI,,P8 W72 O248,0.0,-16.0,6731.907521143585
LANNIY,,U4 H4 S6 O34,2.0,-4.0,1084.2013195389684
LANNOE,,U2 H8 S4 O24,0.0,-4.0,700.6973019983592
LAQNIB,,V8 Te8 O40,2.0,-8.0,1241.7560240048692
LAQNOH,,V8 Te8 O40,2.0,-8.0,1300.4929238851018
LAQPEZ,,Al8 P12 H12 O52,2.0,-8.0,1396.8370165750002
LAQPID,,Al8 P12 H12 O52,2.0,-8.0,1425.2997556
LATWEK,,Sr2 Co2 Mo12 P8 H22 O70,1.0,-4.0,2289.183323892793
LATWOU,,Sr4 Fe8 Mo48 P32 H96 O280,1.0,-16.0,8054.644093644789
LATWUA,,Sr2 Zn2 Mo12 P8 H18 O68,1.0,-4.0,1796.662604087056
LAYCEU,,Ga20 P28 O122,2.0,-10.0,3547.454129105281
LEBSOB,,Yb12 P8 W60 O250,0.0,-28.0,8963.573378346091
LEBZEX,,Mo12 O40,1.0,-8.0,1032.1792327505962
LEDBUT,,Eu4 P4 H24 W44 O168,1.0,-16.0,5526.481604403176
LEHFUB,,Cr8 O28,0.0,-8.0,961.015197936
LEJKIW,,In18 P34 H46 O132,3.0,0.0,4606.4268994539525
LEKGIS,,Re8 O32,0.0,-8.0,4439.414287751836
LEMHAM,,Co32 P32 O128,3.0,-32.0,3880.016389301872
LEPGAO,,Ti4 P4 O16 F8,2.0,-4.0,570.7232903725813
LEPKEW,,Ti4 P4 O16 F8,2.0,-4.0,645.7759231649328
LEPREF,,U12 Se20 O104,2.0,-14.0,3143.6583551124663
LEPRIJ,,U4 Se6 O32,2.0,-4.0,867.6983002322481
LEPROP,,U20 Se32 O172,2.0,-24.0,5305.8892802656
LEPRUV,,U4 Se8 O44,2.0,-8.0,1346.660580804793
LEPSAC,,U40 Se64 O344,2.0,0.0,11945.028159167363
LEPSEG,,U48 Se80 O416,2.0,-64.0,13597.437254076001
LEPSIK,,U4 Se8 O44,1.0,-10.0,1436.2977254095204
LEPSOQ,,U8 Se12 O68,2.0,-8.0,2051.9116236691248
LEQVIN,,Fe9 P18 H18 O54,3.0,-8.0,1697.364866547133
LESTEI,,Mo28 O96,0.0,-24.0,5796.293308868869
LETFOG,,K8 Co4 Si8 H24 W80 O296,0.0,-32.0,10263.398469502463
LETFUM,,K8 Mn4 Si8 H12 W80 O296,0.0,-32.0,10354.54776243309
LETGAT,,K8 Si8 Ni4 H24 W80 O296,0.0,-32.0,10243.753771351703
LETPOR,,Zn112 Ga16 P160 H160 O544 F16,3.0,-64.0,27284.540742451227
LETPUX,,Zn72 Ga16 P112 H112 O368 F16,3.0,-52.0,23418.452897674484
LETQAE,,Zn92 Ga16 P136 H136 O456 F16,3.0,-50.0,32336.497181424005
LETQEI,,Zn112 Ga16 P160 H160 O544 F16,3.0,-56.0,43894.986238558005
LETRAF,,Zn132 Ga16 P184 H64 O632 F16,3.0,0.0,55917.18716817841
LEVBAQ,,In18 P28 H24 O124 F6,3.0,-8.0,4040.8056616140416
LEWGOK,,Zr8 H24 S36 O156,0.0,-40.0,4409.837932317463
LEWNIM,,Th4 N24 O72,0.0,-8.0,3397.292110549291
LEWVIT,,Zn24 P32 H32 O96,2.0,-16.0,4655.0610371774255
LEYPAI,,Eu8 H16 C32 O72,3.0,-8.0,2602.9960534329693
LEYYET,,Al24 P24 H8 O104,3.0,-8.0,2428.721918496
LEZMIN,,Zn12 P16 H16 O48,3.0,-6.0,1894.4145161902804
LEZVIX,,Mo10 Se4 O42,0.0,-8.0,2006.8899409200806
LICFIN,,Fe1 H4 C4 O10,0.0,-2.0,730.1721620608126
LIFKER,,Fe3 H4 S6 O28,2.0,-5.0,722.3070889788557
LIFKIV,,La8 Fe24 H88 S48 O248,1.0,-16.0,5948.359647621931
LIFKOB,,Cd4 Fe12 H40 S24 O120,1.0,-14.0,3266.1459167906432
LIFKUH,,Cd1 Fe2 H4 S6 O28,2.0,-5.0,733.7682165067405
LIFLAO,,Fe2 Ni1 H4 S6 O28,2.0,-5.0,715.5266906226539
LIFLES,,Ce4 Fe12 H32 S24 O124,1.0,0.0,2948.2191359220005
LIKQON,,V8 Te2 O28,0.0,-4.0,1369.509597447163
LIMJUM,,Sb16 P12 O56 F8,3.0,-12.0,1830.372954661632
LIPREI,,Bi4 C20 O40,2.0,-8.0,1356.6352233836212
LIPRIL,,Te2 Mo12 O48,0.0,-12.0,2380.780133738653
LIPROR,,Te2 Mo12 O48,0.0,-12.0,2710.1153940251384
LIPRUX,,Te6 Mo18 O90,0.0,-18.0,3759.083859865979
LIQDOH,,Zn6 Sb2 W18 O72,0.0,-6.0,3467.4679480906652
LIQREL,,Mo8 O26,0.0,-4.0,987.3561306305932
LIQROT,,Mn4 V16 O48,2.0,-8.0,1502.2649555187754
LIQSAI,,Fe2 Mo24 P16 H32 O124,0.0,-12.0,4233.49412386932
LIQTAH,,Co4 Mo28 H40 O116,0.0,-16.0,5116.32252464381
LIRNUX,,Mo24 O78,0.0,-12.0,3240.22163476462
LIRPAF,,Cu1 Mo16 H4 O54,1.0,-4.0,1927.461089165878
LITGIF,,Fe64 P32 W144 O656,0.0,-24.0,20357.37040132672
LIVFII,,Cr12 O42,0.0,-12.0,1620.4433057649871
LIWFIG,,Fe8 P14 O62,3.0,0.0,1481.9017728196357
LIWJAC,,Zn8 P16 H24 O64,1.0,-8.0,1983.3484056987832
LIXWEV,,Fe16 P28 H48 O96,3.0,0.0,2883.9337976183265
LIYFIK,,Re4 O16,0.0,-4.0,1922.8289467859408
LIYSUI,,Mo10 P4 O46,0.0,-12.0,2414.686476513423
LOBCOU,,Sn16 P12 O48,3.0,-4.0,1455.4639463910567
LOBVAZ,,Fe2 As6 H8 O24,1.0,-4.0,666.2372503833209
LOBVED,,Fe2 As2 H4 O10 F2,2.0,-2.0,308.17411274289515
LOBVIH,,Fe12 As24 H24 O96,3.0,-12.0,2418.4754703911517
LOBVON,,Fe16 As16 H16 O72 F16,3.0,-16.0,2174.037814
LODYOU,,V48 B72 H16 O240,0.0,-4.0,6999.181816255625
LOFCAM,,Cu8 H72 S16 O96,0.0,-8.0,2509.0454367224997
LOGBAK,,Al24 P24 O96,3.0,0.0,3314.859756400001
LOGBEO,,Al24 P24 O96,3.0,0.0,3291.9578514629998
LOHDES,,Bi4 H8 S12 O52,2.0,-16.0,1684.618651916185
LOHDIW,,Bi4 H8 S12 O52,2.0,-8.0,1613.2400026346465
LOHDOC,,Bi4 H8 S12 O52,1.0,-12.0,1516.7624016911402
LOHDUI,,Bi8 H16 S20 O88,2.0,-18.0,2822.6288727934743
LOJCOC,,Sn8 P8 O32,2.0,-8.0,1212.588937326733
LOKMED,,Zn6 P8 H24 O40,2.0,-4.0,1162.6354751636213
LOKMUV,,Ge40 O80,3.0,0.0,2234.65551170246
LOLVEQ,,Mg8 H24 C24 O48,3.0,-8.0,1757.7107916462296
LOMGIG,,Co8 H24 C24 O48,3.0,-8.0,1769.2992037434908
LOMHON,,Zn8 H24 C24 O48,3.0,-8.0,1749.4203137566592
LOMLOQ,,Ga18 P18 H18 O54 F36,3.0,-18.0,3815.9934226624396
LOMLUV,,Ga16 P24 H40 O88,3.0,-8.0,2335.681396708327
LOMLUW,,Ga18 P18 H18 O54 F36,3.0,-18.0,3728.5094621438047
LONSEM,,W12 O40,1.0,-8.0,1095.044813085998
LONVUG,,Mo48 P4 O160,0.0,-12.0,4355.815338002023
LOTMOY,,Cu8 C24 O48,2.0,-8.0,3420.600468801608
LOVBIK,,V40 O112,0.0,-24.0,3816.530904179735
LOWXOK,,Zn12 P12 O48,2.0,-8.0,1670.6588697256882
LOXXEB,,V4 As6 H6 O30,0.0,-4.0,1121.1653588387044
LUFDIC,,Cu18 H6 S24 O102,2.0,-18.0,3618.242666929266
LUFVUF,,Cr1 Mo6 O24,0.0,-2.0,693.3439323672632
LUFWAM,,Cr4 Mo24 O96,0.0,-12.0,3793.3132869249343
LUGRUA,,Mo32 H4 O108,0.0,-20.0,4459.56884156316
LUGSAH,,Mo36 As8 O136,0.0,-24.0,5307.620847737678
LUHBOF,,V12 O28,2.0,-5.0,826.8693839029238
LUHGIE,,Fe6 P6 H4 O24 F4,2.0,-2.0,679.9446676584911
LUHZET,,Zn8 As8 H2 O32,3.0,-6.0,1082.1302495694629
LUKSIU,,Cd4 Mo24 P16 O126,2.0,0.0,3564.3449854473315
LUMLUA,,Zr8 Ge16 O48 F16,3.0,-16.0,2627.583335839
LUNBUR,,Ga6 P6 H6 C6 O38,3.0,-4.0,1043.5526974564773
LUNNUF,,Mo8 O26,0.0,-4.0,974.6714990649726
LUNPUI,,V72 B108 O360,0.0,-72.0,11052.400595607742
LUNQAP,,V24 B36 H2 O120,0.0,-20.0,3497.9827929776584
LUPHEJ,,Fe8 P16 O64 F8,1.0,-8.0,1755.7270463027464
LUPHIN,,Fe16 P16 O80 F8,3.0,-8.0,2050.3946242294605
LUQCOQ,,Ga8 P8 H16 C16 O64,1.0,-16.0,2594.445487046782
LUQCUW,,Ga2 P2 H4 C2 O12,2.0,-2.0,444.0863609266469
LURMIW,,Si20 O40,3.0,0.0,1121.9599204560002
LUTSID,,P6 W72 O240,0.0,-18.0,5925.094270938064
LUTTAW,,Ti1 H4 W12 O40,0.0,0.0,2633.8947144873077
LUTZOR,,U8 H8 Se16 O64,2.0,-8.0,2622.00864915
LUVVON,,Mo24 P2 O80,0.0,-6.0,2567.2968546565817
LUVVUT,,Mo48 P4 O160,0.0,-8.0,5310.769322102827
LUVWAA,,Mo48 P4 O160,0.0,-8.0,4639.4712162817505
LUWCAI,,Fe5 P8 C4 O40,3.0,-4.0,942.9867522915353
LUYTOP,,Co4 P8 H8 O24,1.0,-8.0,1234.110917970124
LUYTUV,,V4 P8 H8 O24 F4,1.0,-12.0,1120.279153525
LUYVAD,,V16 P28 H52 O108,3.0,0.0,2859.300806600652
MACUFR,,Cu4 H12 C12 O24,3.0,-4.0,875.5086893354987
MADQAL,,Mo8 O26,0.0,-4.0,929.8844863919775
MAFQEQ,,Cd8 P8 H8 Cl8 O32,2.0,-4.0,1255.2350775907976
MAGMOZ,,Cu4 H12 C12 O24,3.0,-4.0,854.3334146038201
MAGNEQ,,Cu4 H12 C12 O24,3.0,-4.0,927.3323388776581
MAHHAF,,Ti4 C14 O32,1.0,-6.0,1110.3525152983914
MAHKAI,,Zr4 C32 O64,0.0,-16.0,2289.337516693228
MAJKUE,,Na4 V20 H40 O76,0.0,-8.0,1828.8393087185589
MAJMOA,,Co4 H12 C12 O24,3.0,-6.0,798.1412078925
MAKHAJ,,Zn12 P16 H16 O48,3.0,-8.0,2073.162256728066
MALMAN,,La4 N24 O72,0.0,-12.0,4216.673208771939
MALWOM,,Zn8 P12 H12 O48,3.0,-8.0,1562.5238636430504
MAMBOS,,Zn4 P8 H8 O24,1.0,-8.0,952.9982748499511
MANKIW,,Ge16 B8 O48,3.0,-8.0,1488.299597018081
MANPUO,,U16 Cr32 O160,2.0,-32.0,6652.635276115001
MAPBEK,,Al4 P6 H4 O24,2.0,-2.0,961.9924675560143
MAPCIP,,Ga32 P40 O184,3.0,-28.0,6730.289900658001
MAPHUH,,Re2 O8,0.0,-2.0,1461.133777755583
MARJAQ,,Ga36 P36 O152 F16,3.0,-20.0,5709.308622959372
MASXOT,,Zn4 As4 H10 O20,2.0,-2.0,573.72000862841
MATCAN,,P2 W24 O80,0.0,-6.0,2630.8531347817557
MATHEV,,Co8 P4 H4 C12 O36,3.0,-4.0,1007.2923186341571
MATNAW,,V24 Co4 P32 O168,3.0,-32.0,4793.6843017175115
MAVBOC,,U3 C9 O33,0.0,-12.0,1506.4133307258223
MAVBUI,,Np3 C9 O33,0.0,-12.0,1500.3901768390447
MAVCAP,,Pu3 C9 O33,0.0,-12.0,1499.188686780082
MAVFEV,,Eu4 H8 C16 O36,3.0,-4.0,1382.792495124478
MAWVEO,,K3 Cr3 H18 C18 O36,3.0,0.0,1508.4604327030136
MAWVIS,,K2 Cr2 H12 C12 O24,3.0,-4.0,978.4817516446191
MAXPOT,,Mo96 O312,0.0,-48.0,13636.115314545592
MAXPUZ,,Mo8 O26,0.0,-4.0,1234.225227059168
MAYFUN,,Fe8 P8 H8 C12 O56,3.0,-3.0,1650.9187232870415
MAYRAF,,V16 B8 P16 O96,0.0,-24.0,3495.8938243540533
MAZQUA,,Ga16 P24 H40 O88,3.0,-6.0,2242.6236431570164
MEBDON,,Cr8 O28,0.0,-8.0,1778.6076160648165
MECLEL,,Al24 P24 O96 F12,3.0,-12.0,3031.2420874502386
MECMAL,,Ho8 P16 H16 W136 C24 O536,0.0,-64.0,17125.037522196097
MECMEP,,Er8 P16 H16 W136 C24 O536,0.0,-64.0,17164.35264229985
MECMIT,,Tm8 P16 H16 W136 C24 O536,0.0,-64.0,17099.77722582232
MECMOZ,,Yb8 P16 H16 W136 C24 O536,0.0,-64.0,17116.367791926394
MECMUF,,Y8 P16 H16 W136 C24 O536,0.0,-64.0,17204.603395426697
MECSAP,,Zn4 P4 H4 Cl4 O12,1.0,-4.0,869.5064113163453
MECSET,,Zn12 P16 H16 O48,2.0,-8.0,3168.7149849074776
MECSIX,,Zn4 P6 H6 O18,2.0,-4.0,766.6153958742483
MEDLIQ,,Mo24 P2 O80,0.0,-8.0,3109.0312423610003
MEDLOW,,Mo48 P4 O160,0.0,-12.0,6708.46024557
MEFCAE,,Na1 Al1 H6 C6 O12,2.0,-2.0,398.898381599481
MEFFIP,,Na2 Al2 H12 C12 O24,3.0,-3.0,809.6538726137245
MEFGEM,,Na2 Al2 H12 C12 O24,3.0,-5.0,884.8667115316093
MEFKAM,,Na1 Al1 H6 C6 O12,3.0,-1.0,438.55179330251485
MEFKIU,,Na3 Al3 H18 C18 O36,3.0,-4.0,1308.4722047544758
MEFKUG,,Na4 Al4 H24 C24 O48,3.0,-8.0,1731.468001992176
MEFLOB,,Na2 Al2 H12 C12 O24,3.0,-6.0,894.3366716947651
MEFLUH,,Na4 Al4 H24 C24 O48,3.0,-8.0,1661.1295310486269
MEFMUI,,Na1 Al1 H6 C6 O12,2.0,-2.0,384.3791366164531
MEGBAC,,Mo48 P4 O160,0.0,-12.0,6194.29987067892
MEGBEG,,Mo72 P8 O248,0.0,-24.0,8492.397470578606
MEHHIR,,U2 P2 H2 N2 O16,1.0,-2.0,471.19376473938223
MEJGEN,,Ga8 P10 O40 F2,2.0,-6.0,1362.285178011098
MEJVAY,,Mg8 B16 P24 H8 O104,3.0,-12.0,2391.495744714048
MEKSOL,,Gd2 H12 C12 Cl18 O18,0.0,0.0,1728.1900812792337
MEKSUR,,Gd8 C40 Cl60 O60,0.0,-4.0,3786.5378212769942
MEMGEQ,,Ru4 H16 C16 O40,0.0,-4.0,1636.0641182760003
MEMZIO,,Cr8 O20 F8,0.0,-8.0,1303.67916852324
MENSAA,,V20 O56,0.0,-12.0,2058.041160667942
MENWOU,,Na32 Co16 Bi8 H32 W72 O384,2.0,-8.0,13156.56154806569
MERTIN,,Zn8 P8 H8 Cl8 O32,2.0,-8.0,1891.2155384874882
MESHAT,,Cd6 H4 S4 Cl20 O18,1.0,-16.0,2135.0374898249124
MESSUZ,,Zn16 C64 O128,1.0,-30.0,5292.795446847154
MESTAG,,Zn2 C6 O12,3.0,-2.0,365.0283103969389
MESTOU,,Zn8 C28 O56,1.0,-10.0,2878.314059022631
MEVPIM,,Cr8 O32,0.0,-16.0,2813.4662770515183
MEVVUH,,Ru8 C48 O96,0.0,-24.0,6249.1415385148575
MEXDAU,,Zn6 P8 H6 O32,3.0,-6.0,1018.293018666281
MEXDIC,,Co8 P12 H8 O48,3.0,-6.0,1418.728966945436
MEXDOI,,Co4 P4 O16,2.0,-4.0,543.8857135726143
MEYHUW,,Cu12 H8 C40 O84,0.0,-16.0,6972.770085438752
MICBIL,,U8 H8 S12 O68,2.0,-8.0,2008.5160592763034
MICBOR,,U4 H8 S8 O44,2.0,-4.0,1320.7423383840003
MICBUX,,P2 W24 O80,0.0,-4.0,2644.7939982577213
MICCAE,,Mo24 P2 O80,0.0,-4.0,2637.85344585159
MICNOB,,Al4 P5 O20,3.0,-2.0,548.3218111739887
MIFSOM,,Mo28 O104,0.0,-24.0,4068.4757835945834
MIGKIX,,Mo8 O26,0.0,-4.0,1073.803494116318
MIHJOE,,Co12 Si4 H6 W36 C4 O150,0.0,-16.0,4624.30496823425
MIJYUA,,Ga24 P24 O96 F24,2.0,-16.0,3902.167997490001
MILSAC,,Mo6 O20,1.0,-4.0,561.8245115997141
MILSEG,,Mo12 O40,1.0,-8.0,1293.103217943502
MILSIK,,Mo6 O20,1.0,-5.0,619.4752394616459
MILSOQ,,Mo20 O64,2.0,-8.0,1676.1529450529008
MILSUW,,Mo6 O20,1.0,-4.0,685.3094253833722
MILTAD,,Mo8 O26,1.0,-4.0,767.7696784973238
MILTEH,,Mo16 O52,0.0,-8.0,1846.1010664518442
MILTIL,,Mo8 O26,1.0,-4.0,867.3202803656887
MIMFOF,,Al8 P10 H2 O40,3.0,-4.0,1064.6893931999496
MINTIM,,Zn8 P12 H8 O48,2.0,-12.0,1737.0705471029892
MINWEL,,Ga2 P4 O14 F2,1.0,-5.0,647.6184446345352
MINWIP,,Ga4 P8 O28 F4,1.0,-12.0,1187.1935100083522
MIPWUG,,V20 S16 O100,0.0,-20.0,6391.27738715392
MIPXAN,,V20 S16 O100,0.0,-20.0,5460.182989986718
MIQPEK,,Mo4 O16,0.0,-8.0,1879.2931708298481
MIRTOX,,Mo12 O38,0.0,-4.0,1531.1791037493658
MIRVAK,,Ge10 H2 O22,2.0,-2.0,759.694491149588
MISQIQ,,Al6 P3 H3 O18 F6,3.0,-3.0,528.6675195516166
MIVCOL,,Al40 P56 O224,2.0,-32.0,6133.2787775593615
MIVDOL,,Hf2 P4 W44 O156,0.0,-20.0,4953.8640437064
MIYHIM,,La4 H8 S12 O52,1.0,-12.0,1533.221705657007
MIZREU,,V36 B54 O180,0.0,0.0,4721.8669026493335
MOCROL,,Cr8 O32,0.0,-16.0,1761.567027584
MOCRUU,,Cr8 O32,0.0,-16.0,3459.323713872476
MOFPEE,,Zn12 P12 H12 O52,3.0,-8.0,1576.3616269693255
MOHFOF,,Na2 Mo4 H8 O26,2.0,-2.0,717.605985589593
MOHFUL,,Mo4 H8 O26,0.0,-4.0,753.0989066878911
MOJZUG,,Zn16 P16 O72,2.0,-8.0,2063.6351043840014
MOLQAG,,Ge32 O76,3.0,-16.0,2329.409157857404
MOMSIS,,Nd20 S48 O192,3.0,-42.0,6764.384676839558
MOPBEY,,Ge20 O44,3.0,-6.0,1306.0573165303276
MOQNUB,,Mg32 P32 O128,3.0,-32.0,3922.2623123029225
MOTMIS,,Co5 Ge2 W18 O76,0.0,-8.0,2563.3274187922916
MOWMIV,,Mo20 P8 O92,0.0,-18.0,3422.819643091573
MOWMOB,,Mo10 P4 O46,0.0,-12.0,2000.5484268132323
MOWQEV,,Ho16 H32 S48 O208,2.0,-48.0,5831.017217486781
MOWQIZ,,Nd8 H32 C16 S8 O80,3.0,-8.0,2256.0484203156593
MUFQAI,,Fe16 As8 H16 W72 O280,0.0,-32.0,9582.637373576
MUGCUP,,Mo24 P2 O80,0.0,-6.0,2760.869131760217
MUHPOV,,In8 P12 H12 C8 O52,3.0,-8.0,1755.6567261132602
MUKKAF,,Mn6 Mo54 O192,0.0,-36.0,6647.872830863604
MUKKIN,,Na9 Mn3 Mo27 O96,3.0,-7.0,3790.7748871719537
MULJEI,,Al4 P8 H8 O28,1.0,0.0,1349.3201418087033
MUPGIO,,Mo2 H8 Cl4 O8,0.0,0.0,1317.6343290880002
MUPKUF,,Cd6 H18 C18 O36,3.0,-6.0,1424.3987610386787
MUQJIS,,Zn8 P8 H8 Cl8 O24,2.0,-8.0,2073.6227283538005
MUQNIV,,Re4 O16,0.0,-4.0,1893.5835283355982
MUQSUO,,Mn4 S8 O32,1.0,-8.0,1496.4354479908825
MUQTAT,,Co4 P8 H8 O32,1.0,-8.0,1157.6661802385524
MUQTAV,,Zn4 S8 O32,1.0,-8.0,1484.1248885118105
MUQTEX,,Co16 P24 H24 O96,3.0,-16.0,2816.0496710742427
MUQTIC,,Ce4 Mo28 O116,1.0,-12.0,3936.4807637788003
MURKIU,,Co1 H4 Cl2 O10,1.0,0.0,449.9611979168489
MUSSAU,,Fe8 P12 H12 O48 F8,2.0,-8.0,2393.9224685817862
MUSSIE,,Be24 P32 H30 O96,3.0,-16.0,3741.8241217295813
MUSYAB,,As4 W48 O160,0.0,-16.0,6728.242050212841
MUVMOG,,Ga15 P20 H18 O82,3.0,-3.0,2617.0647851184035
MUVNAT,,Mn6 Mo24 P16 O128,3.0,-8.0,3368.5604816242817
MUVNEX,,Mn16 Mo48 P32 O256,3.0,-22.0,7245.231229716945
MUWZIO,,P6 W72 O240,0.0,-18.0,6534.503697260488
MUZBUE,,Zr4 Ge16 O40 F8,3.0,-8.0,1476.4210011920895
NABSAL,,Fe4 P8 O32 F4,1.0,-8.0,1316.8339708910125
NABSEP,,Fe16 P16 O80 F8,3.0,-8.0,2082.3188747352247
NACBAV,,Re4 O16,0.0,-4.0,3110.285372635133
NACDUR,,Mo20 Se8 O84,0.0,-16.0,2517.4364965064165
NACFON,,V20 O60,1.0,-20.0,4502.634001866
NADCOM,,Zr4 P8 H4 O32,2.0,-4.0,1057.5959483954314
NAFRUI,,Ga18 P24 O96,3.0,-14.0,4788.524683012608
NAHJIS,,Mo48 P4 O160,0.0,-16.0,4942.100019350629
NAHJOY,,Mo42 P12 H12 O164,0.0,-16.0,5906.044785206384
NAJDEI,,Ga13 P18 O72,2.0,-15.0,4111.890479556146
NAJFIP,,P2 W24 O80,0.0,-6.0,2289.1642454262897
NAJRAT,,U4 H24 C20 O32,0.0,-4.0,1609.2235398709386
NAKPOG,,Cd8 P12 H12 O48,2.0,-8.0,1431.8373929395343
NAKXUU,,Cr4 H16 C16 O40,0.0,-4.0,1485.8534999722392
NAPQUS,,Mo10 P4 O46,0.0,-12.0,2486.749561593998
NARGUK,,Y2 S6 O24,1.0,-6.0,997.580912635757
NARHAR,,La20 S48 O192,3.0,-40.0,7046.939034923208
NARHEV,,Ce20 S48 O192,3.0,-36.0,6938.35424457237
NARJOF,,Mo12 O40,1.0,-8.0,1155.9322560031067
NATCIX,,Cu16 C64 O128,1.0,-32.0,8277.891199369784
NATDEU,,Mo14 O48,0.0,-12.0,1991.5123599726517
NATDIY,,Mo56 O192,0.0,-48.0,9248.81853376
NATDOE,,Mo28 O96,0.0,-24.0,4771.571333829066
NATGIZ,,Fe2 H2 S4 O18,1.0,-4.0,655.4437165367283
NATMUQ,,Al6 P8 O32,2.0,-6.0,1195.4700028096045
NATNOL,,Al2 P4 H4 O16,1.0,-2.0,713.440655123478
NATSAC,,K4 V48 B24 P48 O288,0.0,-68.0,10410.9324722343
NAVCAO,,Fe16 P28 O124,3.0,0.0,3052.9313427566726
NAVFAS,,V8 P8 H4 O44,2.0,-11.0,2029.0043957844136
NAVFEW,,V12 P8 H4 O52,2.0,-8.0,2620.8794719465955
NAVFIA,,K4 V40 P32 O200,2.0,-34.0,9668.68279728794
NAVFUM,,Fe8 P4 H4 C12 O36,3.0,-6.0,1043.6235208066012
NAVWAL,,Cu2 C8 O16,1.0,-4.0,1333.9500561094603
NAYFAU,,Al2 P4 H2 O16,1.0,-5.0,493.5086611034742
NAYPEJ,,P2 W24 O80,0.0,-4.0,2440.9859479115767
NAYPIM,,Al6 P6 O24 F2,3.0,-2.0,759.2474063975498
NECPEQ,,U8 P8 O48,2.0,-4.0,1685.125031451523
NECYUR,,Be12 P16 H16 O48,3.0,-8.0,1432.9535636077485
NECZAY,,Be24 P32 H32 O96,3.0,-16.0,3106.4174330210476
NEDLUF,,Mo40 P16 H8 O184,0.0,-40.0,7003.28665956576
NEDMEP,,Zn12 P16 H16 O48,3.0,-8.0,2030.455182073815
NEGVIH,,Mo6 As2 O26,0.0,-6.0,1238.0280307670366
NEGVON,,Mo12 As4 O54,0.0,-8.0,2420.560058697704
NEHWUS,,Al6 P8 O32,2.0,-6.0,1444.348371529233
NELLOF,,Mo16 O52,0.0,-8.0,1760.7884933776809
NELXEI,,Al12 P16 O64,2.0,-12.0,2280.170499560146
NENFAN,,Ga32 P32 O128 F8,3.0,-8.0,4323.947894504503
NENNEB,,Na2 H10 W12 O48,1.0,-8.0,1781.0219321430325
NEPFOF,,Fe8 Mo48 P32 O256,1.0,0.0,8854.88979569765
NERYOY,,Ga2 P4 O16,1.0,-4.0,542.165735923721
NESCAP,,Fe8 P8 O36,2.0,-8.0,1111.8845472854027
NETWIU,,Tb4 H8 S8 O36,1.0,-4.0,966.7562580887247
NEXGAA,,Hf8 Si8 W88 O324,0.0,-44.0,13268.0232028741
NEXGEE,,Hf2 Si2 W22 O80,0.0,-10.0,2987.0808745804284
NEXGII,,Zr8 Si8 W88 O324,0.0,-44.0,13195.763868497099
NEXGOO,,Zr2 Si2 W22 O80,0.0,-10.0,2995.098498346847
NEYDAX,,Mn4 B8 P12 H4 O52,3.0,-8.0,1358.880853678416
NEZBOK,,Mn4 P4 H4 C4 O20,3.0,-2.0,668.1019850495421
NICCAE,,Al16 P20 O88,3.0,-16.0,2207.5470847818365
NICJUF,,Fe12 As24 H24 O96,3.0,-12.0,2451.874565588869
NIKRIK,,Cr8 H32 C32 O80,0.0,-8.0,3047.825784123126
NINPIL,,U2 Cr6 O26,1.0,-4.0,855.8061575606328
NINPOR,,U16 Cr32 O152,2.0,-16.0,4863.60168700333
NINPUX,,U16 Cr32 O152,2.0,-8.0,5199.293425924199
NIPMII,,V4 H4 O22,0.0,-4.0,1279.2085277483884
NIQLEE,,Ga24 P24 O96 F16,3.0,-16.0,3187.0360781594736
NITBUQ,,Mo20 P8 O92,0.0,-24.0,3185.8757385468098
NITCUR,,Mo48 P4 O160,0.0,-12.0,5695.9731944749565
NIVRAL,,Ga36 P36 O144,3.0,0.0,4146.288311373768
NIWWEV,,Fe16 As16 O64 F24,3.0,-16.0,2179.2096236610005
